checkpoint_task,checkpoint,eval_name,eval_kind,eval_task,regime_id,stage_label,variant,protocol,memory_view,nll_per_event,accuracy,local_time_mae,events
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_00_best.pt,task_00_test,task_test,0,A_1,A_1_initial,online_write/full,online_write,full,3.054569944764071,0.32669511616880037,1.3574833781862496,2109
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_00_best.pt,task_01_test_pre,task_test_pre,1,B_1,B_1_novel,online_write/full,online_write,full,3.878329844710014,0.08524904214559387,1.66667366979137,2088
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_01_best.pt,task_01_test,task_test,1,B_1,B_1_novel,online_write/full,online_write,full,3.3021030729044214,0.23563218390804597,1.3354991242018353,2088
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_01_best.pt,task_02_test_pre,task_test_pre,2,C_1,C_1_novel,online_write/full,online_write,full,3.086411015721948,0.19827147941026946,1.0578375012591579,1967
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_02_best.pt,task_02_test,task_test,2,C_1,C_1_novel,online_write/full,online_write,full,2.5820904257307213,0.3665480427046263,0.9459427289918527,1967
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_02_best.pt,task_03_test_pre,task_test_pre,3,A_1,A_1_exact_recurrence,online_write/full,online_write,full,3.4095741680043923,0.08206831119544591,1.2351790492184194,2108
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_03_best.pt,task_03_test,task_test,3,A_1,A_1_exact_recurrence,online_write/full,online_write,full,3.1159667074874724,0.2144212523719165,1.2414748866945056,2108
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_03_best.pt,task_04_test_pre,task_test_pre,4,B_prime_1,B_prime_1_near_recurrence,online_write/full,online_write,full,3.3669772985259594,0.07295285359801489,1.2322031189174514,2015
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_04_best.pt,task_04_test,task_test,4,B_prime_1,B_prime_1_near_recurrence,online_write/full,online_write,full,3.0492723752044273,0.20496277915632755,1.2469700813924354,2015
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_04_best.pt,task_05_test_pre,task_test_pre,5,A_2,A_2_specialization,online_write/full,online_write,full,3.1871314118296645,0.20444444444444446,1.3111104810927754,2025
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_05_best.pt,task_05_test,task_test,5,A_2,A_2_specialization,online_write/full,online_write,full,2.985352487779326,0.38666666666666666,1.2732184880999504,2025
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_05_best.pt,task_06_test_pre,task_test_pre,6,,C_1_with_transient_X,online_write/full,online_write,full,3.2225788015052568,0.11795859412614347,1.1080936616879418,2077
6,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_06_best.pt,task_06_test,task_test,6,,C_1_with_transient_X,online_write/full,online_write,full,2.7831570367540914,0.33702455464612424,1.0390139231453823,2077
6,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_06_best.pt,task_07_test_pre,task_test_pre,7,A_merge,A_merge,online_write/full,online_write,full,3.2646508855405445,0.15669797330696986,1.26519123284497,2023
7,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_07_best.pt,task_07_test,task_test,7,A_merge,A_merge,online_write/full,online_write,full,3.1425268441453404,0.2397429560059318,1.2383804067069766,2023
7,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_07_best.pt,task_08_test_pre,task_test_pre,8,A_1,A_1_long_gap_recurrence,online_write/full,online_write,full,3.1371800381023447,0.23770883054892603,1.1932141536166603,2095
8,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_08_best.pt,task_08_test,task_test,8,A_1,A_1_long_gap_recurrence,online_write/full,online_write,full,3.0982243070169964,0.2529832935560859,1.1905452893846857,2095
8,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_08_best.pt,task_09_test_pre,task_test_pre,9,,E_1_B_1_mixture,online_write/full,online_write,full,3.372980607705436,0.13166911404796866,1.2359297396911457,2043
9,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_17/checkpoint/task_09_best.pt,task_09_test,task_test,9,,E_1_B_1_mixture,online_write/full,online_write,full,3.134232886567734,0.2305433186490455,1.1893910763605635,2043
