Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -5.14320,  0.00000,  2.26121
1, validation, -4.66770,  1.00000,  1.87017
2, train, -4.85431,  1.00000,  1.95207
2, validation, -4.43747,  1.00000,  1.79061
3, train, -4.51620,  1.00000,  1.77543
3, validation, -4.23482,  1.00000,  1.73507
4, train, -4.23220,  1.00000,  1.73670
4, validation, -4.06911,  1.00000,  1.69768
5, train, -4.13608,  1.00000,  1.82210
5, validation, -3.93279,  1.00000,  1.63891
6, train, -3.96280,  1.00000,  1.71452
6, validation, -3.81085,  1.00000,  1.53955
7, train, -3.84385,  1.00000,  1.63532
7, validation, -3.69380,  1.00000,  1.38777
8, train, -3.76794,  1.00000,  1.41265
8, validation, -3.58044,  1.00000,  1.20207
9, train, -3.67388,  1.00000,  1.27757
9, validation, -3.47544,  1.00000,  0.99792
10, train, -3.49275,  1.00000,  1.09889
10, validation, -3.37969,  1.00000,  0.77080
11, train, -3.48684,  1.00000,  1.14561
11, validation, -3.29649,  1.00000,  0.52049
12, train, -3.33772,  1.00000,  0.61816
12, validation, -3.22288,  1.00000,  0.28398
13, train, -3.27602,  1.00000,  0.42739
13, validation, -3.15552,  1.00000,  0.06664
14, train, -3.19282,  1.00000,  0.41788
14, validation, -3.09541,  1.00000,  0.14466
15, train, -3.10835,  1.00000,  0.06572
15, validation, -3.03651,  1.00000,  0.31462
16, train, -3.07025,  1.00000,  0.22441
16, validation, -2.97913,  1.00000,  0.44226
17, train, -3.00877,  1.00000,  0.18174
17, validation, -2.92543,  1.00000,  0.53901
18, train, -2.93991,  1.00000,  0.50749
18, validation, -2.87676,  1.00000,  0.58441
19, train, -2.89490,  1.00000,  0.48116
19, validation, -2.83553,  1.00000,  0.58539
20, train, -2.85115,  1.00000,  0.52055
20, validation, -2.80414,  1.00000,  0.54353
21, train, -2.81877,  1.00000,  0.45783
21, validation, -2.79202,  1.00000,  0.50613
22, train, -2.82740,  1.00000,  0.29208
22, validation, -2.78042,  1.00000,  0.46637
23, train, -2.80311,  1.00000,  0.28456
23, validation, -2.76858,  1.00000,  0.42452
24, train, -2.77391,  1.00000,  0.39300
24, validation, -2.75695,  1.00000,  0.37308
25, train, -2.78455,  1.00000,  0.25357
25, validation, -2.74452,  1.00000,  0.32446
