checkpoint_task,eval_task,eval_name,protocol,memory_view,variant,nll_per_event,accuracy,local_time_mae,events
0,0,task_00_test,frozen,full,frozen/full,3.0547027660241453,0.3262209577999052,1.2019741678757936,2109
0,1,task_01_test_pre,frozen,full,frozen/full,3.87890027948723,0.085727969348659,1.4960881412257636,2088
0,,anchor_A_1,frozen,full,frozen/full,3.0244728220953485,0.33301594858367056,1.2094144582805166,4201
0,,anchor_B_1,frozen,full,frozen/full,3.8459683937333975,0.07390791027154664,1.463953115019635,4235
0,,anchor_C_1,frozen,full,frozen/full,3.258135182018689,0.13871374527112232,1.076359714926567,3965
0,,anchor_B_prime_1,frozen,full,frozen/full,3.799152450615416,0.07840828820343772,1.462228561699573,4247
0,,anchor_A_2,frozen,full,frozen/full,3.154205938609951,0.3049962714392245,1.2131421660239086,4023
0,,anchor_X_transient,frozen,full,frozen/full,3.1744713321516067,0.2531525101118249,1.1304369819127404,4203
0,,anchor_A_merge,frozen,full,frozen/full,3.0129409517560686,0.326496138996139,1.1459078383721901,4144
0,,anchor_E_1,frozen,full,frozen/full,3.419323540760849,0.15026921194322077,1.1056812153805486,4086
0,0,task_00_test,fast_adapt,full,fast_adapt/full,3.054607563190632,0.32669511616880037,1.2018496294957646,2109
0,1,task_01_test_pre,fast_adapt,full,fast_adapt/full,3.878477476565774,0.08524904214559387,1.4959985323792673,2088
0,,anchor_A_1,fast_adapt,full,fast_adapt/full,3.0243536357339353,0.3325398714591764,1.2092609564425463,4201
0,,anchor_B_1,fast_adapt,full,fast_adapt/full,3.8454882481022175,0.07390791027154664,1.463844378582843,4235
0,,anchor_C_1,fast_adapt,full,fast_adapt/full,3.2573561948605474,0.14350567465321565,1.0761067090990564,3965
0,,anchor_B_prime_1,fast_adapt,full,fast_adapt/full,3.7987100642963045,0.07840828820343772,1.4621204639396193,4247
0,,anchor_A_2,fast_adapt,full,fast_adapt/full,3.1540994229317896,0.3042505592841163,1.213020557495542,4023
0,,anchor_X_transient,fast_adapt,full,fast_adapt/full,3.1742397819335704,0.2533904354032834,1.1303058018889736,4203
0,,anchor_A_merge,fast_adapt,full,fast_adapt/full,3.01283378674717,0.32553088803088803,1.145771228208505,4144
0,,anchor_E_1,fast_adapt,full,fast_adapt/full,3.418826995267042,0.15075868820362212,1.1055062957330481,4086
0,0,task_00_test,online_write,full,online_write/full,3.054569944764071,0.32669511616880037,1.3574833781862496,2109
0,1,task_01_test_pre,online_write,full,online_write/full,3.878329844710014,0.08524904214559387,1.66667366979137,2088
0,,anchor_A_1,online_write,full,online_write/full,3.0243181398307333,0.3325398714591764,1.3741823470865533,4201
0,,anchor_B_1,online_write,full,online_write/full,3.8453129139250537,0.07390791027154664,1.643461213293216,4235
0,,anchor_C_1,online_write,full,online_write/full,3.257299035500552,0.14350567465321565,1.2186711037895568,3965
0,,anchor_B_prime_1,online_write,full,online_write/full,3.7985757167181577,0.07840828820343772,1.6262430389020754,4247
