Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.35360,  0.00000,  1.45350
1, validation, -3.19280,  0.13333,  1.29900
2, train, -3.19798,  0.13333,  1.40911
2, validation, -3.04607,  0.20000,  1.10171
3, train, -3.10968,  0.20000,  1.12900
3, validation, -2.92433,  0.26667,  0.98829
4, train, -2.93236,  0.26667,  0.98437
4, validation, -2.82530,  0.26667,  0.92410
5, train, -2.83397,  0.26667,  0.92934
5, validation, -2.74866,  0.26667,  0.89330
6, train, -2.76684,  0.26667,  0.94008
6, validation, -2.69062,  0.26667,  0.87980
7, train, -2.68989,  0.26667,  0.89668
7, validation, -2.64495,  0.33333,  0.87639
8, train, -2.68635,  0.26667,  0.90500
8, validation, -2.60573,  0.40000,  0.87211
9, train, -2.63344,  0.33333,  0.91877
9, validation, -2.56955,  0.40000,  0.86572
10, train, -2.58789,  0.40000,  0.87130
10, validation, -2.53340,  0.40000,  0.85699
11, train, -2.54879,  0.33333,  0.89123
11, validation, -2.49846,  0.40000,  0.84491
12, train, -2.53433,  0.40000,  0.84881
12, validation, -2.46349,  0.40000,  0.83171
13, train, -2.48099,  0.40000,  0.85235
13, validation, -2.42913,  0.40000,  0.81711
14, train, -2.45543,  0.40000,  0.84006
14, validation, -2.39457,  0.46667,  0.80116
15, train, -2.41669,  0.46667,  0.80743
15, validation, -2.36094,  0.46667,  0.78530
16, train, -2.38908,  0.46667,  0.78504
16, validation, -2.32778,  0.46667,  0.77031
17, train, -2.34696,  0.53333,  0.79927
17, validation, -2.29351,  0.46667,  0.75451
18, train, -2.31324,  0.46667,  0.78626
18, validation, -2.25945,  0.46667,  0.73744
19, train, -2.30907,  0.53333,  0.76246
19, validation, -2.22720,  0.46667,  0.71958
20, train, -2.28654,  0.46667,  0.78113
20, validation, -2.19680,  0.46667,  0.70053
21, train, -2.24689,  0.46667,  0.72334
21, validation, -2.18205,  0.46667,  0.69164
22, train, -2.21603,  0.53333,  0.73488
22, validation, -2.16686,  0.46667,  0.68376
23, train, -2.19152,  0.46667,  0.70583
23, validation, -2.15142,  0.46667,  0.67594
24, train, -2.15590,  0.46667,  0.67228
24, validation, -2.13634,  0.46667,  0.66871
25, train, -2.14741,  0.46667,  0.67444
25, validation, -2.12164,  0.46667,  0.66225
