regime_id,first_task,return_task,shift_type,first_pre_nll,first_post_nll,return_pre_nll,first_gain_nll,rrr,status
A_1,0,3,exact_recurrence,9.245379077395281,2.805694859247111,3.4100028976999037,6.4396842181481695,0.9061587466121793,available
A_1,0,8,long_gap_recurrence,9.245379077395281,2.805694859247111,2.829316709206859,6.4396842181481695,0.9963318310091702,available
