Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -5.24528,  0.26667,  3.71168
1, validation, -5.10237,  0.26667,  3.56484
2, train, -5.15503,  0.26667,  3.59529
2, validation, -4.99926,  0.26667,  3.42767
3, train, -5.05158,  0.26667,  3.46186
3, validation, -4.91891,  0.26667,  3.31457
4, train, -4.92471,  0.26667,  3.31009
4, validation, -4.85312,  0.26667,  3.21955
5, train, -4.87902,  0.26667,  3.23369
5, validation, -4.79622,  0.26667,  3.13727
6, train, -4.80939,  0.26667,  3.14542
6, validation, -4.74638,  0.26667,  3.06691
7, train, -4.79312,  0.26667,  3.09408
7, validation, -4.70220,  0.26667,  3.00923
8, train, -4.72219,  0.26667,  3.00970
8, validation, -4.66304,  0.26667,  2.96467
9, train, -4.68289,  0.26667,  2.97706
9, validation, -4.62835,  0.26667,  2.93290
10, train, -4.66697,  0.26667,  2.94285
10, validation, -4.59752,  0.26667,  2.91345
11, train, -4.61404,  0.26667,  2.92066
11, validation, -4.57019,  0.26667,  2.90490
12, train, -4.58749,  0.26667,  2.90072
12, validation, -4.54611,  0.26667,  2.90483
13, train, -4.55122,  0.26667,  2.89650
13, validation, -4.52522,  0.26667,  2.91020
14, train, -4.53560,  0.26667,  2.89848
14, validation, -4.50731,  0.26667,  2.91764
15, train, -4.51458,  0.26667,  2.91442
15, validation, -4.49222,  0.26667,  2.92408
16, train, -4.50505,  0.26667,  2.92689
16, validation, -4.47965,  0.26667,  2.92747
17, train, -4.48900,  0.26667,  2.92422
17, validation, -4.46922,  0.26667,  2.92700
18, train, -4.47794,  0.26667,  2.92563
18, validation, -4.46052,  0.26667,  2.92312
19, train, -4.46394,  0.40000,  2.91923
19, validation, -4.45314,  0.33333,  2.91706
20, train, -4.47307,  0.13333,  2.92005
20, validation, -4.44676,  0.40000,  2.91035
