Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -5.52219,  0.28571,  6.09430
1, validation, -4.91113,  0.28571,  5.81560
2, train, -4.94902,  0.28571,  5.84954
2, validation, -4.60166,  0.28571,  5.60135
3, train, -4.59235,  0.28571,  5.58862
3, validation, -4.45626,  0.28571,  5.44055
4, train, -4.45746,  0.42857,  5.42927
4, validation, -4.37151,  0.14286,  5.32993
5, train, -4.39551,  0.28571,  5.33485
5, validation, -4.30384,  0.28571,  5.25142
6, train, -4.33147,  0.28571,  5.28205
6, validation, -4.24606,  0.42857,  5.19017
7, train, -4.28490,  0.42857,  5.28142
7, validation, -4.19443,  0.28571,  5.13953
8, train, -4.20206,  0.28571,  5.15917
8, validation, -4.14184,  0.28571,  5.09485
9, train, -4.16071,  0.14286,  5.09017
9, validation, -4.08646,  0.28571,  5.05162
10, train, -4.08609,  0.28571,  5.06838
10, validation, -4.02791,  0.28571,  5.00377
11, train, -4.04606,  0.42857,  5.01919
11, validation, -3.96633,  0.14286,  4.94583
12, train, -3.97225,  0.42857,  4.98930
12, validation, -3.90386,  0.42857,  4.87965
13, train, -3.90567,  0.28571,  4.81548
13, validation, -3.84096,  0.28571,  4.80617
14, train, -3.89069,  0.42857,  4.88122
14, validation, -3.77800,  0.28571,  4.72686
15, train, -3.80004,  0.28571,  4.67420
15, validation, -3.71518,  0.42857,  4.64516
16, train, -3.76422,  0.28571,  4.69711
16, validation, -3.65327,  0.42857,  4.56327
17, train, -3.65896,  0.71429,  4.54171
17, validation, -3.59402,  0.57143,  4.48399
18, train, -3.62445,  0.57143,  4.55088
18, validation, -3.53915,  0.57143,  4.41109
19, train, -3.54138,  0.42857,  4.36237
19, validation, -3.48935,  0.85714,  4.34691
20, train, -3.51246,  0.42857,  4.33110
20, validation, -3.44234,  0.85714,  4.28737
21, train, -3.47845,  0.71429,  4.33844
21, validation, -3.41911,  0.71429,  4.25787
22, train, -3.44051,  0.71429,  4.25906
22, validation, -3.39613,  0.71429,  4.22866
23, train, -3.43610,  0.71429,  4.32840
23, validation, -3.37284,  0.71429,  4.19861
24, train, -3.39508,  0.71429,  4.21058
24, validation, -3.34929,  0.71429,  4.16690
25, train, -3.41279,  0.71429,  4.27812
25, validation, -3.32554,  0.71429,  4.13377
