Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.46784,  0.20000,  1.65655
1, validation, -3.44450,  0.20000,  1.65084
2, train, -3.43372,  0.20000,  1.62749
2, validation, -3.41650,  0.20000,  1.61884
3, train, -3.43488,  0.20000,  1.62968
3, validation, -3.39200,  0.20000,  1.59225
4, train, -3.37950,  0.26667,  1.56804
4, validation, -3.37046,  0.20000,  1.56898
5, train, -3.36894,  0.20000,  1.56516
5, validation, -3.35123,  0.20000,  1.54991
6, train, -3.33898,  0.20000,  1.53514
6, validation, -3.33393,  0.20000,  1.53514
7, train, -3.32021,  0.20000,  1.49800
7, validation, -3.31844,  0.20000,  1.52399
8, train, -3.30656,  0.20000,  1.50871
8, validation, -3.30449,  0.20000,  1.51544
9, train, -3.30142,  0.20000,  1.50966
9, validation, -3.29195,  0.20000,  1.50842
10, train, -3.29432,  0.20000,  1.52229
10, validation, -3.28067,  0.20000,  1.50236
11, train, -3.28270,  0.20000,  1.51005
11, validation, -3.27052,  0.20000,  1.49682
12, train, -3.26819,  0.20000,  1.49375
12, validation, -3.26152,  0.20000,  1.49140
13, train, -3.25723,  0.20000,  1.49511
13, validation, -3.25350,  0.20000,  1.48630
14, train, -3.25652,  0.13333,  1.49164
14, validation, -3.24639,  0.26667,  1.48159
15, train, -3.25498,  0.06667,  1.48848
15, validation, -3.23995,  0.20000,  1.47698
16, train, -3.24135,  0.13333,  1.47453
16, validation, -3.23417,  0.20000,  1.47281
17, train, -3.23602,  0.13333,  1.47168
17, validation, -3.22895,  0.20000,  1.46921
18, train, -3.22991,  0.26667,  1.46921
18, validation, -3.22406,  0.20000,  1.46574
19, train, -3.22859,  0.26667,  1.46375
19, validation, -3.21946,  0.33333,  1.46269
20, train, -3.21988,  0.26667,  1.45564
20, validation, -3.21513,  0.33333,  1.45982
