Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.70957,  0.00000,  2.96015
1, validation, -3.68187,  0.00000,  2.95883
2, train, -3.68300,  0.00000,  2.95107
2, validation, -3.65637,  0.00000,  2.95570
3, train, -3.65978,  0.00000,  2.96353
3, validation, -3.63058,  0.09677,  2.95261
4, train, -3.63224,  0.06452,  2.95155
4, validation, -3.60459,  0.09677,  2.94961
5, train, -3.60116,  0.09677,  2.94417
5, validation, -3.57842,  0.12903,  2.94677
6, train, -3.58349,  0.12903,  2.95500
6, validation, -3.55209,  0.12903,  2.94398
7, train, -3.55544,  0.12903,  2.94518
7, validation, -3.52538,  0.12903,  2.94091
8, train, -3.52576,  0.12903,  2.94708
8, validation, -3.49813,  0.16129,  2.93728
9, train, -3.50290,  0.12903,  2.94265
9, validation, -3.47036,  0.38710,  2.93311
10, train, -3.47226,  0.38710,  2.93764
10, validation, -3.44191,  0.41935,  2.92839
11, train, -3.44801,  0.41935,  2.92919
11, validation, -3.41269,  0.41935,  2.92261
12, train, -3.42179,  0.41935,  2.93004
12, validation, -3.38282,  0.41935,  2.91607
13, train, -3.38122,  0.41935,  2.91718
13, validation, -3.35237,  0.41935,  2.90882
14, train, -3.35874,  0.41935,  2.91728
14, validation, -3.32129,  0.41935,  2.90068
15, train, -3.32127,  0.41935,  2.90195
15, validation, -3.28970,  0.41935,  2.89192
16, train, -3.28817,  0.41935,  2.89012
16, validation, -3.25778,  0.41935,  2.88259
17, train, -3.25719,  0.41935,  2.88706
17, validation, -3.22559,  0.41935,  2.87285
18, train, -3.23314,  0.41935,  2.87365
18, validation, -3.19329,  0.38710,  2.86277
19, train, -3.19262,  0.41935,  2.86418
19, validation, -3.16100,  0.38710,  2.85244
20, train, -3.17052,  0.38710,  2.86076
20, validation, -3.12881,  0.38710,  2.84187
