Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -5.28508,  0.28571,  3.63868
1, validation, -5.16149,  0.28571,  3.52896
2, train, -5.21201,  0.28571,  3.54378
2, validation, -5.08364,  0.28571,  3.43869
3, train, -5.11203,  0.28571,  3.45114
3, validation, -5.01301,  0.28571,  3.35621
4, train, -5.06562,  0.28571,  3.37365
4, validation, -4.94849,  0.28571,  3.28228
5, train, -4.98153,  0.28571,  3.30425
5, validation, -4.88924,  0.28571,  3.21691
6, train, -4.90804,  0.28571,  3.23087
6, validation, -4.83489,  0.28571,  3.16015
7, train, -4.90209,  0.28571,  3.19034
7, validation, -4.78475,  0.28571,  3.11183
8, train, -4.81744,  0.28571,  3.11002
8, validation, -4.73869,  0.28571,  3.07216
9, train, -4.77140,  0.28571,  3.08854
9, validation, -4.69615,  0.28571,  3.04056
10, train, -4.74599,  0.28571,  3.05166
10, validation, -4.65675,  0.28571,  3.01655
11, train, -4.68072,  0.28571,  3.02757
11, validation, -4.62015,  0.28571,  2.99965
12, train, -4.64437,  0.28571,  2.99948
12, validation, -4.58611,  0.28571,  2.98887
13, train, -4.60138,  0.28571,  2.98592
13, validation, -4.55446,  0.14286,  2.98304
14, train, -4.58119,  0.14286,  2.98574
14, validation, -4.52483,  0.28571,  2.98091
15, train, -4.53956,  0.14286,  2.98725
15, validation, -4.49706,  0.42857,  2.98125
16, train, -4.52467,  0.42857,  2.98856
16, validation, -4.47091,  0.42857,  2.98286
17, train, -4.50199,  0.42857,  2.97445
17, validation, -4.44625,  0.42857,  2.98473
18, train, -4.47852,  0.42857,  2.99740
18, validation, -4.42290,  0.42857,  2.98608
19, train, -4.43824,  0.42857,  2.98907
19, validation, -4.40073,  0.42857,  2.98635
20, train, -4.42820,  0.42857,  2.98708
20, validation, -4.37962,  0.42857,  2.98533
