Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.72059,  0.00000,  1.69410
1, validation, -3.57380,  0.00000,  1.60172
2, train, -3.56121,  0.00000,  1.59472
2, validation, -3.43784,  0.33333,  1.50351
3, train, -3.40623,  0.33333,  1.49801
3, validation, -3.31158,  0.40000,  1.41650
4, train, -3.29840,  0.40000,  1.40108
4, validation, -3.19071,  0.40000,  1.35204
5, train, -3.17875,  0.40000,  1.34000
5, validation, -3.07396,  0.40000,  1.31059
6, train, -3.08258,  0.40000,  1.29857
6, validation, -2.96031,  0.40000,  1.28651
7, train, -2.94985,  0.40000,  1.28371
7, validation, -2.85104,  0.46667,  1.27455
8, train, -2.85577,  0.46667,  1.27892
8, validation, -2.75537,  0.46667,  1.27159
9, train, -2.76020,  0.46667,  1.27269
9, validation, -2.68022,  0.46667,  1.27308
10, train, -2.70358,  0.46667,  1.27727
10, validation, -2.62031,  0.46667,  1.27529
11, train, -2.66117,  0.46667,  1.27540
11, validation, -2.56242,  0.46667,  1.27726
12, train, -2.57478,  0.46667,  1.27557
12, validation, -2.50255,  0.46667,  1.27891
13, train, -2.51895,  0.46667,  1.27875
13, validation, -2.44272,  0.46667,  1.27999
14, train, -2.40089,  0.46667,  1.27477
14, validation, -2.38441,  0.46667,  1.28095
15, train, -2.40224,  0.46667,  1.28328
15, validation, -2.32702,  0.46667,  1.28122
16, train, -2.30657,  0.46667,  1.27054
16, validation, -2.27084,  0.46667,  1.28079
17, train, -2.27359,  0.46667,  1.28100
17, validation, -2.21591,  0.46667,  1.27947
18, train, -2.21289,  0.46667,  1.27827
18, validation, -2.16219,  0.46667,  1.27731
19, train, -2.15075,  0.46667,  1.26767
19, validation, -2.11090,  0.46667,  1.27455
20, train, -2.13052,  0.53333,  1.27917
20, validation, -2.06211,  0.46667,  1.27122
21, train, -2.08976,  0.46667,  1.27109
21, validation, -2.03840,  0.46667,  1.26923
22, train, -2.06987,  0.46667,  1.27603
22, validation, -2.01503,  0.46667,  1.26686
23, train, -2.01347,  0.46667,  1.26496
23, validation, -1.99199,  0.46667,  1.26411
24, train, -2.00693,  0.46667,  1.26486
24, validation, -1.96916,  0.46667,  1.26079
25, train, -2.00188,  0.46667,  1.26624
25, validation, -1.94650,  0.46667,  1.25686
