Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.91537,  0.20000,  2.56479
1, validation, -3.89191,  0.20000,  2.55918
2, train, -3.89419,  0.20000,  2.56228
2, validation, -3.86518,  0.13333,  2.55407
3, train, -3.86205,  0.13333,  2.54652
3, validation, -3.83968,  0.13333,  2.55086
4, train, -3.84433,  0.13333,  2.55862
4, validation, -3.81528,  0.13333,  2.54924
5, train, -3.81703,  0.13333,  2.54859
5, validation, -3.79175,  0.13333,  2.54856
6, train, -3.79318,  0.13333,  2.54690
6, validation, -3.76904,  0.06667,  2.54834
7, train, -3.77708,  0.06667,  2.55142
7, validation, -3.74711,  0.26667,  2.54816
8, train, -3.74917,  0.26667,  2.54341
8, validation, -3.72593,  0.26667,  2.54769
9, train, -3.72802,  0.26667,  2.55145
9, validation, -3.70542,  0.26667,  2.54695
10, train, -3.71213,  0.26667,  2.54619
10, validation, -3.68571,  0.26667,  2.54593
11, train, -3.68510,  0.26667,  2.54014
11, validation, -3.66680,  0.26667,  2.54471
12, train, -3.66599,  0.26667,  2.54595
12, validation, -3.64877,  0.26667,  2.54343
13, train, -3.64306,  0.26667,  2.54020
13, validation, -3.63166,  0.26667,  2.54221
14, train, -3.63518,  0.26667,  2.53991
14, validation, -3.61554,  0.26667,  2.54112
15, train, -3.61722,  0.26667,  2.53834
15, validation, -3.60043,  0.26667,  2.54024
16, train, -3.60234,  0.26667,  2.54268
16, validation, -3.58635,  0.26667,  2.53954
17, train, -3.58389,  0.26667,  2.53471
17, validation, -3.57326,  0.26667,  2.53895
18, train, -3.57481,  0.26667,  2.53831
18, validation, -3.56115,  0.26667,  2.53847
19, train, -3.56095,  0.26667,  2.53873
19, validation, -3.55005,  0.26667,  2.53803
20, train, -3.55638,  0.26667,  2.53489
20, validation, -3.53988,  0.26667,  2.53757
