Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.53889,  0.00000,  0.34166
1, validation, -3.47826,  0.00000,  0.38433
2, train, -3.49615,  0.00000,  0.36976
2, validation, -3.44564,  0.00000,  0.39584
3, train, -3.45432,  0.00000,  0.38231
3, validation, -3.41324,  1.00000,  0.40704
4, train, -3.43439,  1.00000,  0.37631
4, validation, -3.38103,  1.00000,  0.41804
5, train, -3.39251,  1.00000,  0.41623
5, validation, -3.34903,  1.00000,  0.42848
6, train, -3.38616,  1.00000,  0.38365
6, validation, -3.31713,  1.00000,  0.43888
7, train, -3.36055,  1.00000,  0.40668
7, validation, -3.28545,  1.00000,  0.44875
8, train, -3.31241,  1.00000,  0.43336
8, validation, -3.25391,  1.00000,  0.45771
9, train, -3.28808,  1.00000,  0.42687
9, validation, -3.22244,  1.00000,  0.46595
10, train, -3.25516,  1.00000,  0.41266
10, validation, -3.19102,  1.00000,  0.47372
11, train, -3.20293,  1.00000,  0.45963
11, validation, -3.15961,  1.00000,  0.48005
12, train, -3.18562,  1.00000,  0.44519
12, validation, -3.12813,  1.00000,  0.48523
13, train, -3.16368,  1.00000,  0.43967
13, validation, -3.09660,  1.00000,  0.48942
14, train, -3.11549,  1.00000,  0.47144
14, validation, -3.06503,  1.00000,  0.49211
15, train, -3.07661,  1.00000,  0.46591
15, validation, -3.03341,  1.00000,  0.49356
16, train, -3.04829,  1.00000,  0.48347
16, validation, -3.00172,  1.00000,  0.49353
17, train, -3.02530,  1.00000,  0.47041
17, validation, -2.96995,  1.00000,  0.49229
18, train, -2.99749,  1.00000,  0.47143
18, validation, -2.93812,  1.00000,  0.48982
19, train, -2.97336,  1.00000,  0.44925
19, validation, -2.90627,  1.00000,  0.48643
20, train, -2.94296,  1.00000,  0.44473
20, validation, -2.87435,  1.00000,  0.48222
