Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -6.18968,  0.00000,  6.02053
1, validation, -6.03900,  0.00000,  5.95165
2, train, -6.10856,  0.00000,  5.94660
2, validation, -5.94719,  0.00000,  5.87915
3, train, -5.99317,  0.00000,  5.89614
3, validation, -5.86019,  0.00000,  5.80795
4, train, -5.91259,  0.00000,  5.81837
4, validation, -5.77778,  0.00000,  5.73923
5, train, -5.81601,  0.00000,  5.74010
5, validation, -5.69956,  0.00000,  5.67364
6, train, -5.73268,  0.00000,  5.69174
6, validation, -5.62547,  0.00000,  5.61180
7, train, -5.66463,  0.00000,  5.61344
7, validation, -5.55525,  0.00000,  5.55426
8, train, -5.59447,  0.00000,  5.56354
8, validation, -5.48898,  0.14286,  5.50142
9, train, -5.53384,  0.14286,  5.52286
9, validation, -5.42638,  0.28571,  5.45330
10, train, -5.46304,  0.28571,  5.46460
10, validation, -5.36710,  0.28571,  5.40985
11, train, -5.40844,  0.28571,  5.42322
11, validation, -5.31074,  0.28571,  5.37119
12, train, -5.36163,  0.28571,  5.39404
12, validation, -5.25710,  0.28571,  5.33721
13, train, -5.28669,  0.28571,  5.34577
13, validation, -5.20629,  0.28571,  5.30776
14, train, -5.24280,  0.28571,  5.31649
14, validation, -5.15777,  0.28571,  5.28245
15, train, -5.17534,  0.28571,  5.28026
15, validation, -5.11162,  0.28571,  5.26109
16, train, -5.13406,  0.28571,  5.25276
16, validation, -5.06737,  0.28571,  5.24327
17, train, -5.10835,  0.28571,  5.25023
17, validation, -5.02504,  0.28571,  5.22853
18, train, -5.06586,  0.28571,  5.22967
18, validation, -4.98431,  0.28571,  5.21648
19, train, -5.00978,  0.28571,  5.22220
19, validation, -4.94510,  0.28571,  5.20658
20, train, -4.98812,  0.28571,  5.20983
20, validation, -4.90704,  0.28571,  5.19845
