Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -4.23570,  0.20000,  4.41400
1, validation, -3.87268,  0.20000,  4.25568
2, train, -3.90468,  0.20000,  4.26198
2, validation, -3.67685,  0.26667,  4.15335
3, train, -3.64976,  0.20000,  4.11224
3, validation, -3.52669,  0.40000,  4.06580
4, train, -3.52116,  0.46667,  4.05367
4, validation, -3.39142,  0.46667,  3.98854
5, train, -3.43127,  0.53333,  4.01492
5, validation, -3.25590,  0.40000,  3.91234
6, train, -3.26791,  0.40000,  3.94088
6, validation, -3.10739,  0.46667,  3.82753
7, train, -3.13555,  0.53333,  3.87061
7, validation, -2.93940,  0.46667,  3.73235
8, train, -2.93368,  0.46667,  3.74802
8, validation, -2.77080,  0.46667,  3.63872
9, train, -2.78629,  0.46667,  3.67629
9, validation, -2.61257,  0.46667,  3.54835
10, train, -2.65153,  0.40000,  3.59024
10, validation, -2.49412,  0.33333,  3.45691
11, train, -2.50524,  0.40000,  3.48823
11, validation, -2.42234,  0.33333,  3.36934
12, train, -2.42702,  0.33333,  3.38632
12, validation, -2.37171,  0.40000,  3.28874
13, train, -2.37218,  0.33333,  3.30341
13, validation, -2.32940,  0.40000,  3.21764
14, train, -2.35007,  0.46667,  3.23484
14, validation, -2.29059,  0.40000,  3.15984
15, train, -2.27807,  0.40000,  3.15295
15, validation, -2.25495,  0.40000,  3.12000
16, train, -2.25723,  0.40000,  3.13186
16, validation, -2.22335,  0.46667,  3.09910
17, train, -2.24654,  0.46667,  3.12185
17, validation, -2.19834,  0.46667,  3.09625
18, train, -2.21372,  0.46667,  3.12760
18, validation, -2.17885,  0.53333,  3.10452
19, train, -2.21781,  0.53333,  3.18360
19, validation, -2.15643,  0.53333,  3.10649
20, train, -2.15967,  0.53333,  3.08506
20, validation, -2.12726,  0.66667,  3.09743
21, train, -2.13873,  0.66667,  3.15295
21, validation, -2.10930,  0.66667,  3.08624
22, train, -2.16202,  0.60000,  3.13289
22, validation, -2.08887,  0.53333,  3.06812
23, train, -2.08573,  0.53333,  3.05146
23, validation, -2.06860,  0.53333,  3.04958
24, train, -2.07853,  0.53333,  3.06673
24, validation, -2.04836,  0.53333,  3.02948
25, train, -2.06316,  0.60000,  3.01143
25, validation, -2.02903,  0.53333,  3.01022
