Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -9.74596,  0.00000,  5.62010
1, validation, -9.34906,  0.00000,  5.51745
2, train, -9.58475,  0.00000,  5.54897
2, validation, -9.19546,  0.00000,  5.44149
3, train, -9.30333,  0.00000,  5.45583
3, validation, -9.04945,  0.00000,  5.36295
4, train, -9.17789,  0.00000,  5.39506
4, validation, -8.90896,  0.00000,  5.28243
5, train, -9.04865,  0.00000,  5.29467
5, validation, -8.77264,  0.00000,  5.20044
6, train, -9.01665,  0.00000,  5.25290
6, validation, -8.64004,  0.00000,  5.11716
7, train, -8.95340,  0.00000,  5.16856
7, validation, -8.51123,  1.00000,  5.03295
8, train, -8.77858,  1.00000,  5.08018
8, validation, -8.38559,  1.00000,  4.94765
9, train, -8.62421,  1.00000,  4.99560
9, validation, -8.26314,  1.00000,  4.86131
10, train, -8.49517,  1.00000,  4.94332
10, validation, -8.14374,  1.00000,  4.77388
11, train, -8.25232,  1.00000,  4.80814
11, validation, -8.02718,  1.00000,  4.68532
12, train, -8.19617,  1.00000,  4.73946
12, validation, -7.91325,  1.00000,  4.59577
13, train, -8.09135,  1.00000,  4.64889
13, validation, -7.80205,  1.00000,  4.50543
14, train, -7.95297,  1.00000,  4.53984
14, validation, -7.69324,  1.00000,  4.41431
15, train, -7.78998,  1.00000,  4.45638
15, validation, -7.58684,  1.00000,  4.32216
16, train, -7.71544,  1.00000,  4.35748
16, validation, -7.48265,  1.00000,  4.22923
17, train, -7.59130,  1.00000,  4.26197
17, validation, -7.38075,  1.00000,  4.13559
18, train, -7.50281,  1.00000,  4.18265
18, validation, -7.28092,  1.00000,  4.04120
19, train, -7.48133,  1.00000,  4.12059
19, validation, -7.18287,  1.00000,  3.94616
20, train, -7.36987,  1.00000,  4.02575
20, validation, -7.08670,  1.00000,  3.85048
