Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -9.19613,  0.00000,  2.81649
1, validation, -8.81470,  0.00000,  2.74533
2, train, -8.99313,  0.00000,  2.75722
2, validation, -8.69607,  0.00000,  2.71795
3, train, -8.84427,  0.00000,  2.74221
3, validation, -8.57763,  0.00000,  2.68967
4, train, -8.75758,  0.00000,  2.72099
4, validation, -8.46043,  0.00000,  2.66074
5, train, -8.60186,  0.00000,  2.67732
5, validation, -8.34536,  1.00000,  2.63101
6, train, -8.55848,  0.00000,  2.64610
6, validation, -8.23140,  1.00000,  2.60064
7, train, -8.69002,  1.00000,  2.62878
7, validation, -8.11857,  1.00000,  2.57024
8, train, -8.40123,  1.00000,  2.58578
8, validation, -8.00687,  1.00000,  2.53935
9, train, -8.24749,  1.00000,  2.55893
9, validation, -7.89645,  1.00000,  2.50761
10, train, -8.19976,  1.00000,  2.56007
10, validation, -7.78711,  1.00000,  2.47480
11, train, -7.88262,  1.00000,  2.49218
11, validation, -7.67960,  1.00000,  2.44029
12, train, -7.84594,  1.00000,  2.47250
12, validation, -7.57368,  1.00000,  2.40446
13, train, -7.79854,  1.00000,  2.44838
13, validation, -7.46915,  1.00000,  2.36736
14, train, -7.58907,  1.00000,  2.38635
14, validation, -7.36604,  1.00000,  2.32889
15, train, -7.45109,  1.00000,  2.36506
15, validation, -7.26460,  1.00000,  2.28891
16, train, -7.37226,  1.00000,  2.30987
16, validation, -7.16465,  1.00000,  2.24789
17, train, -7.32287,  1.00000,  2.27449
17, validation, -7.06610,  1.00000,  2.20584
18, train, -7.22860,  1.00000,  2.23903
18, validation, -6.96888,  1.00000,  2.16298
19, train, -7.23009,  1.00000,  2.21773
19, validation, -6.87276,  1.00000,  2.11943
20, train, -7.11909,  1.00000,  2.19572
20, validation, -6.77791,  1.00000,  2.07480
