checkpoint_task,checkpoint,eval_name,regime_id,variant,protocol,memory_view,nll_per_event,accuracy,local_time_mae
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,3.024283262242365,0.3327779100214235,1.2103097321333927
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.83840069010801,0.07390791027154664,1.4658356127237908
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,3.254494023172732,0.14955863808322825,1.0781118539663461
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.7919244409196935,0.07887920885330822,1.4640099121481778
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_A_2,A_2,frozen/full,frozen,full,3.153495627376472,0.30400198856574695,1.213924470067528
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_X_transient,X_transient,frozen/full,frozen,full,3.173158150527014,0.2531525101118249,1.1305754700360513
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_A_merge,A_merge,frozen/full,frozen,full,3.012784970773233,0.3250482625482625,1.1466117420712032
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,anchor_E_1,E_1,frozen/full,frozen,full,3.4160920571183904,0.14929025942241803,1.1064216288876079
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,3.3641210572829108,0.15710545108307547,1.215790942236799
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.2206868537623596,0.23565525383707203,1.223723359991837
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,3.073028668359129,0.24564943253467844,1.0062178800566048
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.2108276830663787,0.2194490228396515,1.2319723533017792
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_A_2,A_2,frozen/full,frozen,full,3.463699996989964,0.11359681829480488,1.2102657818776472
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_X_transient,X_transient,frozen/full,frozen,full,3.3764915638755055,0.1287175826790388,1.10846418135228
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_A_merge,A_merge,frozen/full,frozen,full,3.3492355346679688,0.14744208494208494,1.1498164421803243
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_01_best.pt,anchor_E_1,E_1,frozen/full,frozen,full,3.293177914164315,0.1213901125795399,1.0413816128066515
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,3.422582919187303,0.10092835039276363,1.1922134362184216
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.484351976703162,0.0885478158205431,1.1765083853441258
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,2.548160827174914,0.3891551071878941,0.9059362700126812
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.4416851333822955,0.08288203437720744,1.1925645823306916
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_A_2,A_2,frozen/full,frozen,full,3.5186044369175336,0.0947054436987323,1.2098206876374997
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_X_transient,X_transient,frozen/full,frozen,full,3.4518061258269297,0.07351891506067094,1.1039291525238786
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_A_merge,A_merge,frozen/full,frozen,full,3.415536711114714,0.09266409266409266,1.1311134518803776
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_02_best.pt,anchor_E_1,E_1,frozen/full,frozen,full,3.416060508843794,0.08883994126284875,1.0020194625481051
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_03_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,3.047152389602643,0.226612711259224,1.1768366807530364
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_03_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.58010637267562,0.0703659976387249,1.2396825752123188
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_03_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,2.8507996240449884,0.28524590163934427,0.9555626762168855
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_03_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.526844366876159,0.0744054626795385,1.2524192968143528
