protocol,task_id,K,pre_nll,adapted_nll,gain_nll
fast_adapt,1,0,3.81598229335879,3.81598229335879,0.0
fast_adapt,1,1,3.81598229335879,3.8220199992353594,-0.006037705876569266
fast_adapt,1,2,3.81598229335879,3.819737202980939,-0.003754909622148972
fast_adapt,1,4,3.81598229335879,3.8180683715519916,-0.0020860781932015016
fast_adapt,1,8,3.81598229335879,3.81899170099671,-0.003009407637919903
fast_adapt,1,16,3.81598229335879,3.8164059589890873,-0.0004236656302971653
fast_adapt,1,32,3.81598229335879,3.8156355197560856,0.00034677360270451985
fast_adapt,2,0,3.0164622483831462,3.0164622483831462,0.0
fast_adapt,2,1,3.0164622483831462,3.022765449880971,-0.006303201497824595
fast_adapt,2,2,3.0164622483831462,3.0230432491265202,-0.006581000743373977
fast_adapt,2,4,3.0164622483831462,3.0226430085397538,-0.006180760156607512
fast_adapt,2,8,3.0164622483831462,3.0194254526877566,-0.0029632043046103895
fast_adapt,2,16,3.0164622483831462,3.0182286651835994,-0.0017664168004531966
fast_adapt,2,32,3.0164622483831462,3.02179062972437,-0.005328381341223931
fast_adapt,3,0,3.225416843391559,3.225416843391559,0.0
fast_adapt,3,1,3.225416843391559,3.2367429131291052,-0.011326069737546351
fast_adapt,3,2,3.225416843391559,3.237956945076225,-0.012540101684666016
fast_adapt,3,4,3.225416843391559,3.230356055966034,-0.00493921257447516
fast_adapt,3,8,3.225416843391559,3.2262802445442205,-0.0008634011526615915
fast_adapt,3,16,3.225416843391559,3.239694934370725,-0.014278090979165992
fast_adapt,3,32,3.225416843391559,3.237360428482438,-0.011943585090879338
fast_adapt,4,0,3.441876669955808,3.441876669955808,0.0
fast_adapt,4,1,3.441876669955808,3.447838863661123,-0.005962193705315144
fast_adapt,4,2,3.441876669955808,3.4494645723192265,-0.007587902363418664
fast_adapt,4,4,3.441876669955808,3.450422259090945,-0.008545589135136922
fast_adapt,4,8,3.441876669955808,3.4469655820334606,-0.005088912077652719
fast_adapt,4,16,3.441876669955808,3.4460172088340273,-0.004140538878219413
fast_adapt,4,32,3.441876669955808,3.4369299288752466,0.004946741080561257
fast_adapt,5,0,3.4609048213493114,3.4609048213493114,0.0
fast_adapt,5,1,3.4609048213493114,3.4674317385684734,-0.006526917219161987
fast_adapt,5,2,3.4609048213493114,3.4691205311964044,-0.008215709847092967
fast_adapt,5,4,3.4609048213493114,3.469652336178378,-0.00874751482906655
fast_adapt,5,8,3.4609048213493114,3.465365656946279,-0.004460835596967527
fast_adapt,5,16,3.4609048213493114,3.4653472489732944,-0.0044424276239829474
fast_adapt,5,32,3.4609048213493114,3.4639433902599066,-0.003038568910595174
fast_adapt,6,0,2.990890088057611,2.990890088057611,0.0
fast_adapt,6,1,2.990890088057611,2.9914689826895824,-0.0005788946319715826
fast_adapt,6,2,2.990890088057611,2.9949966564093895,-0.004106568351778694
fast_adapt,6,4,2.990890088057611,2.9970468060702693,-0.006156718012658491
fast_adapt,6,8,2.990890088057611,2.9904435800335962,0.00044650802401458023
fast_adapt,6,16,2.990890088057611,3.007573765614753,-0.016683677557142396
fast_adapt,6,32,2.990890088057611,2.989957209086395,0.0009328789712159669
fast_adapt,7,0,3.2977499033715096,3.2977499033715096,0.0
fast_adapt,7,1,3.2977499033715096,3.301068202135103,-0.0033182987635935746
fast_adapt,7,2,3.2977499033715096,3.3040153952408025,-0.006265491869292816
fast_adapt,7,4,3.2977499033715096,3.300785413971004,-0.003035510599494362
fast_adapt,7,8,3.2977499033715096,3.3048494327257925,-0.007099529354282819
fast_adapt,7,16,3.2977499033715096,3.3044203322225254,-0.006670428851015764
fast_adapt,7,32,3.2977499033715096,3.3155082927842736,-0.017758389412763975
fast_adapt,8,0,2.986648787927825,2.986648787927825,0.0
fast_adapt,8,1,2.986648787927825,2.990819741628306,-0.004170953700481039
fast_adapt,8,2,2.986648787927825,2.9913523011292176,-0.004703513201392617
fast_adapt,8,4,2.986648787927825,2.9892611195942878,-0.002612331666462797
fast_adapt,8,8,2.986648787927825,2.990370436709802,-0.003721648781977116
fast_adapt,8,16,2.986648787927825,2.989948424847186,-0.003299636919360971
fast_adapt,8,32,2.986648787927825,2.990539844564391,-0.0038910566365659705
fast_adapt,9,0,3.348983128252566,3.348983128252566,0.0
fast_adapt,9,1,3.348983128252566,3.3534091692113615,-0.004426040958795507
fast_adapt,9,2,3.348983128252566,3.350801505432371,-0.001818377179805264
fast_adapt,9,4,3.348983128252566,3.348215250105693,0.0007678781468727358
fast_adapt,9,8,3.348983128252566,3.3491752917342525,-0.00019216348168660247
fast_adapt,9,16,3.348983128252566,3.351283819511019,-0.0023006912584531136
fast_adapt,9,32,3.348983128252566,3.3510200461599227,-0.0020369179073567167
