checkpoint_task,checkpoint,eval_name,eval_kind,eval_task,regime_id,stage_label,variant,protocol,memory_view,nll_per_event,accuracy,local_time_mae,events
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,task_00_test,task_test,0,A_1,A_1_initial,fast_adapt/full,fast_adapt,full,3.0542223637790236,0.32479848269321954,1.2007413541270184,2109
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_00_best.pt,task_01_test_pre,task_test_pre,1,B_1,B_1_novel,fast_adapt/full,fast_adapt,full,3.8796666974765586,0.08237547892720307,1.492775668586351,2088
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,task_01_test,task_test,1,B_1,B_1_novel,fast_adapt/full,fast_adapt,full,3.296680443131604,0.24616858237547892,1.2690201317213505,2088
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_01_best.pt,task_02_test_pre,task_test_pre,2,C_1,C_1_novel,fast_adapt/full,fast_adapt,full,3.0896949477164224,0.1916624300965938,0.9800810084224172,1967
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,task_02_test,task_test,2,C_1,C_1_novel,fast_adapt/full,fast_adapt,full,2.5546610783245822,0.3940010167768175,0.8922549394647301,1967
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_02_best.pt,task_03_test_pre,task_test_pre,3,A_1,A_1_exact_recurrence,fast_adapt/full,fast_adapt,full,3.442604832223968,0.08918406072106262,1.2045688991076127,2108
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_03_best.pt,task_03_test,task_test,3,A_1,A_1_exact_recurrence,fast_adapt/full,fast_adapt,full,3.0210637955783213,0.3277988614800759,1.1653867916997516,2108
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_03_best.pt,task_04_test_pre,task_test_pre,4,B_prime_1,B_prime_1_near_recurrence,fast_adapt/full,fast_adapt,full,3.4563497538602084,0.07295285359801489,1.2568497309909565,2015
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_04_best.pt,task_04_test,task_test,4,B_prime_1,B_prime_1_near_recurrence,fast_adapt/full,fast_adapt,full,2.9108449060331205,0.2660049627791563,1.0781185453050486,2015
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_04_best.pt,task_05_test_pre,task_test_pre,5,A_2,A_2_specialization,fast_adapt/full,fast_adapt,full,3.2956219934534143,0.25925925925925924,1.2442427797670716,2025
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_05_best.pt,task_05_test,task_test,5,A_2,A_2_specialization,fast_adapt/full,fast_adapt,full,2.988048091935523,0.38320987654320987,1.1687482866828824,2025
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_05_best.pt,task_06_test_pre,task_test_pre,6,,C_1_with_transient_X,fast_adapt/full,fast_adapt,full,3.1974165084904986,0.1242176215695715,0.9975718147891269,2077
6,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_06_best.pt,task_06_test,task_test,6,,C_1_with_transient_X,fast_adapt/full,fast_adapt,full,2.7777777843080464,0.34232065479056334,0.9658543086706243,2077
6,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_06_best.pt,task_07_test_pre,task_test_pre,7,A_merge,A_merge,fast_adapt/full,fast_adapt,full,3.251194507487623,0.14384577360355907,1.1523930695289089,2023
7,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_07_best.pt,task_07_test,task_test,7,A_merge,A_merge,fast_adapt/full,fast_adapt,full,3.065952099259396,0.30103806228373703,1.1428812680359943,2023
7,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_07_best.pt,task_08_test_pre,task_test_pre,8,A_1,A_1_long_gap_recurrence,fast_adapt/full,fast_adapt,full,3.0629635758502385,0.3088305489260143,1.1240933839347311,2095
8,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_08_best.pt,task_08_test,task_test,8,A_1,A_1_long_gap_recurrence,fast_adapt/full,fast_adapt,full,3.055690362971267,0.3164677804295943,1.121767150587569,2095
8,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_08_best.pt,task_09_test_pre,task_test_pre,9,,E_1_B_1_mixture,fast_adapt/full,fast_adapt,full,3.38844079733245,0.11992168379833579,1.149823680323126,2043
9,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_37/checkpoint/task_09_best.pt,task_09_test,task_test,9,,E_1_B_1_mixture,fast_adapt/full,fast_adapt,full,3.210887025748172,0.19334312285854136,1.1217429562053782,2043
