Epoch,Split,Log-likelihood,Accuracy,RMSE,num_events,SelectionMetric
1,train,-3.3852693395646294,,,8131,validation_loglike
1,valid,-3.108338955097236,,,2044,validation_loglike
2,train,-3.120709178222236,,,8131,validation_loglike
2,valid,-3.0504346276449366,,,2044,validation_loglike
3,train,-3.0401424717131964,,,8131,validation_loglike
3,valid,-3.02976938982999,,,2044,validation_loglike
4,train,-3.009334933433772,,,8131,validation_loglike
4,valid,-2.971498612555039,,,2044,validation_loglike
5,train,-2.9626237547657115,,,8131,validation_loglike
5,valid,-2.9558251188692513,,,2044,validation_loglike
6,train,-2.9495593638543847,,,8131,validation_loglike
6,valid,-2.933370392383195,,,2044,validation_loglike
7,train,-2.931362465025827,,,8131,validation_loglike
7,valid,-2.9185614240612767,,,2044,validation_loglike
8,train,-2.9176615249508058,,,8131,validation_loglike
8,valid,-2.8905953782411937,,,2044,validation_loglike
9,train,-2.8878385961136392,,,8131,validation_loglike
9,valid,-2.8872982853779354,,,2044,validation_loglike
10,train,-2.878879346790063,,,8131,validation_loglike
10,valid,-2.8660439567789875,,,2044,validation_loglike
11,train,-2.8584112885868898,,,8131,validation_loglike
11,valid,-2.8556727579195207,,,2044,validation_loglike
12,train,-2.847267114284836,,,8131,validation_loglike
12,valid,-2.841092163802593,,,2044,validation_loglike
13,train,-2.832344960644447,,,8131,validation_loglike
13,valid,-2.8363273605675148,,,2044,validation_loglike
14,train,-2.8267190670735456,,,8131,validation_loglike
14,valid,-2.8284326840753424,,,2044,validation_loglike
15,train,-2.812965041200344,,,8131,validation_loglike
15,valid,-2.8235520215417074,,,2044,validation_loglike
16,train,-2.8010274624123723,,,8131,validation_loglike
16,valid,-2.8245462615429306,,,2044,validation_loglike
17,train,-2.804779018955233,,,8131,validation_loglike
17,valid,-2.820628306170499,,,2044,validation_loglike
18,train,-2.8001701628028535,,,8131,validation_loglike
18,valid,-2.814784697590509,,,2044,validation_loglike
19,train,-2.7911523029147705,,,8131,validation_loglike
19,valid,-2.807738541157045,,,2044,validation_loglike
20,train,-2.7822204372155945,,,8131,validation_loglike
20,valid,-2.816443038313356,,,2044,validation_loglike
21,train,-2.787321958399951,,,8131,validation_loglike
21,valid,-2.8173422020242174,,,2044,validation_loglike
22,train,-2.792700438522322,,,8131,validation_loglike
22,valid,-2.805589530332681,,,2044,validation_loglike
23,train,-2.778741756087812,,,8131,validation_loglike
23,valid,-2.811900876039628,,,2044,validation_loglike
24,train,-2.7858168198868527,,,8131,validation_loglike
24,valid,-2.80019096479024,,,2044,validation_loglike
25,train,-2.771306381441397,,,8131,validation_loglike
25,valid,-2.793495252874266,,,2044,validation_loglike
26,train,-2.763971893832247,,,8131,validation_loglike
26,valid,-2.8048198423740214,,,2044,validation_loglike
27,train,-2.772130292245726,,,8131,validation_loglike
27,valid,-2.7983871430100296,,,2044,validation_loglike
28,train,-2.765097504919444,,,8131,validation_loglike
28,valid,-2.78648039039567,,,2044,validation_loglike
29,train,-2.7553614254089287,,,8131,validation_loglike
29,valid,-2.8055556086411446,,,2044,validation_loglike
30,train,-2.7708329329879473,,,8131,validation_loglike
30,valid,-2.7945262811888454,,,2044,validation_loglike
31,train,-2.7597560167107367,,,8131,validation_loglike
31,valid,-2.7872484061582683,,,2044,validation_loglike
32,train,-2.74817586628336,,,8131,validation_loglike
32,valid,-2.7937546821489727,,,2044,validation_loglike
33,train,-2.7474201743328006,,,8131,validation_loglike
33,valid,-2.789341517857143,,,2044,validation_loglike
34,train,-2.7467874684848113,,,8131,validation_loglike
34,valid,-2.782162780164506,,,2044,validation_loglike
35,train,-2.74480527840979,,,8131,validation_loglike
35,valid,-2.7816477437775196,,,2044,validation_loglike
36,train,-2.737971382671258,,,8131,validation_loglike
36,valid,-2.7824511145425634,,,2044,validation_loglike
37,train,-2.7417303856382977,,,8131,validation_loglike
37,valid,-2.7825662571856653,,,2044,validation_loglike
38,train,-2.7401591901365148,,,8131,validation_loglike
38,valid,-2.7816307829317513,,,2044,validation_loglike
39,train,-2.7352032345344974,,,8131,validation_loglike
39,valid,-2.777314606011497,,,2044,validation_loglike
40,train,-2.7348962496925346,,,8131,validation_loglike
40,valid,-2.792122618792808,,,2044,validation_loglike
41,train,-2.744005388328619,,,8131,validation_loglike
41,valid,-2.802443890655577,,,2044,validation_loglike
42,train,-2.7498750922395767,,,8131,validation_loglike
42,valid,-2.810280756941047,,,2044,validation_loglike
43,train,-2.754034040247202,,,8131,validation_loglike
43,valid,-2.8080987799657535,,,2044,validation_loglike
44,train,-2.7520362367021276,,,8131,validation_loglike
44,valid,-2.7988042364848336,,,2044,validation_loglike
45,train,-2.7481307073238224,,,8131,validation_loglike
45,valid,-2.782391871024951,,,2044,validation_loglike
46,train,-2.726837297072931,,,8131,validation_loglike
46,valid,-2.8181510671477494,,,2044,validation_loglike
47,train,-2.760662318595499,,,8131,validation_loglike
47,valid,-2.8530505156097115,,,2044,validation_loglike
48,train,-2.7972245015219532,,,8131,validation_loglike
48,valid,-2.881338578614237,,,2044,validation_loglike
49,train,-2.825505540139589,,,8131,validation_loglike
49,valid,-2.817175460188356,,,2044,validation_loglike
50,train,-2.7649344042091992,,,8131,validation_loglike
50,valid,-2.7805873325892856,,,2044,validation_loglike
51,train,-2.733890261806666,,,8131,validation_loglike
51,valid,-2.8005631478565314,,,2044,validation_loglike
52,train,-2.7486858262360103,,,8131,validation_loglike
52,valid,-2.834696252751957,,,2044,validation_loglike
53,train,-2.781480358735088,,,8131,validation_loglike
