accepted_write_count,accepted_write_mean_utility,accepted_writes,append_count,controller_utility_stage_enabled,cuda_peak_memory_mb,epoch,events,evidence_mass,full_objective,harmful_write_fraction,max_leaf_mass,max_sequence_route_std,max_wake_gradient_norm,mean_expansion_utility,mean_frontier_branches,mean_frontier_size,mean_frontier_visited_nodes,mean_max_similarity,mean_novelty,mean_raw_structural_pressure,mean_sequence_route_std,mean_similarity_count,mean_soft_count,mean_weighted_similarity,memorizes,memory_owner_depth_mean,owner_lca_rate,posterior_entropy,prior_posterior_kl,prototype_count,queue_splits,raw_structural_mass,refresh_count,resident_cache_hits,resident_cache_misses,route_conditional_entropy,route_entropy,route_marginal_entropy,route_mutual_information,topology_prune_enabled,utility_evaluated,wake_loss_per_event,wake_prediction_nll_per_event,write_budget_utilization,write_candidates,write_decisions,write_gate_passes,write_probes,write_utility_passes,writes,writes_per_sequence
16,0.1176062528975308,16,1,True,0.0,1,64,16.0,19.863048137280884,0.0,1.0,0.0,15.651439666748047,0.0,0.0,1.0,1.0,-1.0,1.0,0.49137132614851,0.0,0.0,0.0,-1.0,60,0.0,0.0,8.289306047126743e-11,0.0,1,0,31.44776487350464,15,4,0,8.289306047126743e-11,-0.0,-0.0,0.0,False,256,9.040829480740966,9.040579438209534,1.0,64,16,41,44,44,16,4.0
