Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.61205,  0.35484,  2.60541
1, validation, -3.41128,  0.29032,  2.47581
2, train, -3.41899,  0.38710,  2.50785
2, validation, -3.31503,  0.41935,  2.40383
3, train, -3.30787,  0.48387,  2.39002
3, validation, -3.24346,  0.45161,  2.35516
4, train, -3.24542,  0.45161,  2.36258
4, validation, -3.18372,  0.45161,  2.30927
5, train, -3.21115,  0.41935,  2.31348
5, validation, -3.13218,  0.41935,  2.26266
6, train, -3.15332,  0.41935,  2.27509
6, validation, -3.08617,  0.41935,  2.21606
7, train, -3.12979,  0.41935,  2.26852
7, validation, -3.04470,  0.41935,  2.17066
8, train, -3.05550,  0.35484,  2.17227
8, validation, -3.00532,  0.41935,  2.12755
9, train, -3.04711,  0.35484,  2.15175
9, validation, -2.96734,  0.38710,  2.08995
10, train, -2.98286,  0.38710,  2.09844
10, validation, -2.93280,  0.45161,  2.05614
11, train, -2.93894,  0.38710,  2.02778
11, validation, -2.90000,  0.48387,  2.02526
12, train, -2.90736,  0.48387,  2.03643
12, validation, -2.86701,  0.51613,  1.99616
13, train, -2.90605,  0.54839,  1.98499
13, validation, -2.83475,  0.54839,  1.96446
14, train, -2.84687,  0.58065,  1.98160
14, validation, -2.80128,  0.54839,  1.92961
15, train, -2.81377,  0.54839,  1.93357
15, validation, -2.76848,  0.54839,  1.89459
16, train, -2.77326,  0.54839,  1.93545
16, validation, -2.74304,  0.58065,  1.85864
17, train, -2.75833,  0.58065,  1.85672
17, validation, -2.71823,  0.61290,  1.83454
18, train, -2.75386,  0.54839,  1.87687
18, validation, -2.68904,  0.61290,  1.80964
19, train, -2.71360,  0.64516,  1.83521
19, validation, -2.65761,  0.64516,  1.78094
20, train, -2.65626,  0.67742,  1.77232
20, validation, -2.62910,  0.64516,  1.74598
21, train, -2.64767,  0.58065,  1.71150
21, validation, -2.61390,  0.67742,  1.72909
22, train, -2.65571,  0.61290,  1.77174
22, validation, -2.59828,  0.67742,  1.71302
23, train, -2.63428,  0.64516,  1.76011
23, validation, -2.58311,  0.64516,  1.69973
24, train, -2.63381,  0.67742,  1.72110
24, validation, -2.56782,  0.64516,  1.68691
25, train, -2.59307,  0.64516,  1.76982
25, validation, -2.55274,  0.64516,  1.67113
