Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -2.86120,  0.00000,  2.22029
1, validation, -2.81389,  1.00000,  2.23468
2, train, -2.74976,  0.00000,  2.10287
2, validation, -2.63839,  1.00000,  2.05655
3, train, -2.61735,  1.00000,  2.03127
3, validation, -2.46118,  1.00000,  1.86580
4, train, -2.52799,  1.00000,  1.93725
4, validation, -2.28906,  1.00000,  1.67131
5, train, -2.24494,  1.00000,  1.62196
5, validation, -2.11536,  1.00000,  1.47531
6, train, -2.05754,  1.00000,  1.38386
6, validation, -1.93721,  1.00000,  1.27893
7, train, -1.85012,  1.00000,  1.12396
7, validation, -1.75472,  1.00000,  1.09085
8, train, -1.82857,  1.00000,  1.17881
8, validation, -1.57199,  1.00000,  0.90830
9, train, -1.74611,  1.00000,  1.10128
9, validation, -1.40069,  1.00000,  0.73811
10, train, -1.46263,  1.00000,  0.74054
10, validation, -1.24569,  1.00000,  0.58894
11, train, -1.30893,  1.00000,  0.51322
11, validation, -1.12113,  1.00000,  0.48569
12, train, -1.14302,  1.00000,  0.46691
12, validation, -1.01960,  1.00000,  0.42172
13, train, -1.04998,  1.00000,  0.38727
13, validation, -0.92746,  1.00000,  0.37952
14, train, -0.96917,  1.00000,  0.29979
14, validation, -0.84337,  1.00000,  0.35212
15, train, -0.85852,  1.00000,  0.33759
15, validation, -0.76465,  1.00000,  0.32973
16, train, -0.93126,  1.00000,  0.52261
16, validation, -0.69333,  1.00000,  0.29901
17, train, -0.79764,  1.00000,  0.26993
17, validation, -0.62818,  1.00000,  0.27485
18, train, -0.68031,  1.00000,  0.27437
18, validation, -0.56975,  1.00000,  0.25757
19, train, -0.58750,  1.00000,  0.26377
19, validation, -0.51570,  1.00000,  0.23854
20, train, -0.54319,  1.00000,  0.29940
20, validation, -0.46505,  1.00000,  0.21258
21, train, -0.48546,  1.00000,  0.23805
21, validation, -0.44074,  1.00000,  0.19805
22, train, -0.47324,  1.00000,  0.18623
22, validation, -0.41733,  1.00000,  0.18481
23, train, -0.43950,  1.00000,  0.16586
23, validation, -0.39474,  1.00000,  0.17222
24, train, -0.40736,  1.00000,  0.14661
24, validation, -0.37295,  1.00000,  0.16048
25, train, -0.38634,  1.00000,  0.13586
25, validation, -0.35203,  1.00000,  0.14995
