Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.08409,  1.00000,  0.66010
1, validation, -3.03862,  1.00000,  0.65667
2, train, -3.05836,  1.00000,  0.62177
2, validation, -3.01484,  1.00000,  0.63422
3, train, -3.02614,  1.00000,  0.63170
3, validation, -2.99098,  1.00000,  0.61046
4, train, -3.00439,  1.00000,  0.56430
4, validation, -2.96728,  1.00000,  0.58805
5, train, -2.97921,  1.00000,  0.60170
5, validation, -2.94358,  1.00000,  0.56493
6, train, -2.95430,  1.00000,  0.53858
6, validation, -2.91994,  1.00000,  0.54223
7, train, -2.95913,  1.00000,  0.48846
7, validation, -2.89645,  1.00000,  0.52121
8, train, -2.93252,  1.00000,  0.46187
8, validation, -2.87289,  1.00000,  0.50153
9, train, -2.89451,  1.00000,  0.46544
9, validation, -2.84916,  1.00000,  0.48138
10, train, -2.87351,  1.00000,  0.41061
10, validation, -2.82531,  1.00000,  0.46176
11, train, -2.83521,  1.00000,  0.44449
11, validation, -2.80119,  1.00000,  0.44137
12, train, -2.81217,  1.00000,  0.40600
12, validation, -2.77678,  1.00000,  0.42063
13, train, -2.78576,  1.00000,  0.40681
13, validation, -2.75207,  1.00000,  0.39906
14, train, -2.76540,  1.00000,  0.40939
14, validation, -2.72689,  1.00000,  0.37608
15, train, -2.73734,  1.00000,  0.36405
15, validation, -2.70122,  1.00000,  0.35248
16, train, -2.71113,  1.00000,  0.35036
16, validation, -2.67510,  1.00000,  0.32836
17, train, -2.68763,  1.00000,  0.34009
17, validation, -2.64851,  1.00000,  0.30362
18, train, -2.66785,  1.00000,  0.28994
18, validation, -2.62146,  1.00000,  0.27899
19, train, -2.64788,  1.00000,  0.25273
19, validation, -2.59401,  1.00000,  0.25469
20, train, -2.61296,  1.00000,  0.22654
20, validation, -2.56619,  1.00000,  0.23082
