Epoch,Split,Log-likelihood,RMSE,Accuracy,NumEvents,RMSE NumEvents,LearningRate
1,train,-3.939368486404419,0.7110601466098792,0.0,1,1,0.001
1,valid,-3.939368486404419,1.1966951140437807,0.0,1,1,0.001
2,train,-3.8356213569641113,0.6937694572606988,0.0,1,1,0.001
2,valid,-3.8356213569641113,1.1925339661565248,1.0,1,1,0.001
3,train,-3.736238479614258,0.6786584188875708,0.0,1,1,0.001
3,valid,-3.736238479614258,1.1888973647753311,1.0,1,1,0.001
4,train,-3.6414411067962646,0.6664227223121365,0.0,1,1,0.001
4,valid,-3.6414411067962646,1.1859526843077717,1.0,1,1,0.001
5,train,-3.5512595176696777,0.6577808825580499,0.0,1,1,0.001
5,valid,-3.5512595176696777,1.1838729579433858,1.0,1,1,0.001
6,train,-3.4654476642608643,0.6533168456209397,1.0,1,1,0.001
6,valid,-3.4654476642608643,1.1827986158314496,1.0,1,1,0.001
7,train,-3.3835909366607666,0.6533391975444567,1.0,1,1,0.001
7,valid,-3.3835909366607666,6.97588909867703,0.0,1,1,0.001
8,train,-3.305286169052124,0.6578692259987231,1.0,1,1,0.001
8,valid,-3.305286169052124,6.921793986722583,0.0,1,1,0.001
9,train,-3.230250120162964,0.6667098513166478,1.0,1,1,0.001
9,valid,-3.230250120162964,6.816224086480663,0.0,1,1,0.001
10,train,-3.1583313941955566,0.6794981418665615,1.0,1,1,0.001
10,valid,-3.1583313941955566,6.663510370133813,0.0,1,1,0.001
11,train,-3.089477300643921,0.6957293129071842,1.0,1,1,0.001
11,valid,-3.089477300643921,6.4696852150801405,0.0,1,1,0.001
12,train,-3.0236809253692627,0.714774957067036,1.0,1,1,0.001
12,valid,-3.0236809253692627,6.242249527910685,0.0,1,1,0.001
13,train,-2.960909366607666,0.7359691928915483,1.0,1,1,0.001
13,valid,-2.960909366607666,5.98915773510571,0.0,1,1,0.001
14,train,-2.9010543823242188,0.7587698169363941,1.0,1,1,0.001
14,valid,-2.9010543823242188,5.71688261968068,0.0,1,1,0.001
15,train,-2.843928813934326,0.7829187500015592,1.0,1,1,0.001
15,valid,-2.843928813934326,5.428508295681621,0.0,1,1,0.001
16,train,-2.78932785987854,0.8084797433286577,1.0,1,1,0.001
16,valid,-2.78932785987854,5.123268207011193,0.0,1,1,0.001
17,train,-2.737117290496826,0.8357609357377995,1.0,1,1,0.001
17,valid,-2.737117290496826,4.797488294530506,0.0,1,1,0.001
18,train,-2.6873505115509033,0.865187185132962,1.0,1,1,0.001
18,valid,-2.6873505115509033,4.446092694674031,0.0,1,1,0.001
19,train,-2.64048433303833,0.8970196358095474,1.0,1,1,0.001
19,valid,-2.64048433303833,4.065965084363212,0.0,1,1,0.001
20,train,-2.5974783897399902,0.9303949373244441,1.0,1,1,0.001
20,valid,-2.5974783897399902,1.249480473320381,1.0,1,1,0.001
21,train,-2.559441566467285,0.9635132484712942,1.0,1,1,0.001
21,valid,-2.559441566467285,1.2574506914546666,1.0,1,1,0.001
22,train,-2.528479814529419,0.9963194647470723,1.0,1,1,0.001
22,valid,-2.528479814529419,1.2653459311921036,1.0,1,1,0.001
23,train,-2.506870746612549,1.0270267476143193,1.0,1,1,0.001
23,valid,-2.506870746612549,1.2727359641385252,1.0,1,1,0.001
24,train,-2.4945497512817383,1.0520832263203683,1.0,1,1,0.001
24,valid,-2.4945497512817383,1.2787660385572854,1.0,1,1,0.001
25,train,-2.486968517303467,1.0685367750766288,1.0,1,1,0.001
25,valid,-2.486968517303467,1.282725810050192,1.0,1,1,0.001
