Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.95544,  0.00000,  1.63950
1, validation, -3.82192,  0.00000,  1.64125
2, train, -3.81099,  0.00000,  1.65225
2, validation, -3.70085,  0.28571,  1.60838
3, train, -3.69859,  0.28571,  1.61829
3, validation, -3.58891,  0.42857,  1.59139
4, train, -3.58754,  0.42857,  1.59884
4, validation, -3.48372,  0.42857,  1.58386
5, train, -3.47056,  0.42857,  1.56731
5, validation, -3.38685,  0.42857,  1.57957
6, train, -3.44878,  0.42857,  1.57474
6, validation, -3.29813,  0.57143,  1.57612
7, train, -3.27500,  0.57143,  1.58330
7, validation, -3.21601,  0.57143,  1.57185
8, train, -3.24457,  0.57143,  1.58452
8, validation, -3.13911,  0.57143,  1.56668
9, train, -3.16745,  0.57143,  1.56816
9, validation, -3.06555,  0.57143,  1.56052
10, train, -3.09226,  0.57143,  1.58580
10, validation, -2.99274,  0.57143,  1.55109
11, train, -3.00328,  0.57143,  1.53792
11, validation, -2.91949,  0.57143,  1.53838
12, train, -2.92224,  0.57143,  1.54683
12, validation, -2.84556,  0.57143,  1.52223
13, train, -2.86185,  0.57143,  1.53678
13, validation, -2.77307,  0.57143,  1.50480
14, train, -2.76598,  0.57143,  1.52414
14, validation, -2.70210,  0.57143,  1.48743
15, train, -2.74763,  0.57143,  1.54486
15, validation, -2.63229,  0.71429,  1.47064
16, train, -2.65075,  0.71429,  1.49667
16, validation, -2.56332,  0.71429,  1.44662
17, train, -2.58655,  0.57143,  1.45932
17, validation, -2.49588,  0.71429,  1.42151
18, train, -2.51069,  0.85714,  1.42901
18, validation, -2.42995,  0.71429,  1.39968
19, train, -2.41319,  0.85714,  1.44965
19, validation, -2.36663,  0.57143,  1.37083
20, train, -2.37385,  0.71429,  1.43477
20, validation, -2.30662,  0.57143,  1.33761
21, train, -2.32224,  0.57143,  1.32717
21, validation, -2.27857,  0.57143,  1.33147
22, train, -2.30010,  0.57143,  1.33476
22, validation, -2.25110,  0.71429,  1.32946
23, train, -2.27094,  0.57143,  1.31019
23, validation, -2.22508,  0.71429,  1.34228
24, train, -2.27196,  0.71429,  1.39528
24, validation, -2.19736,  0.71429,  1.33262
25, train, -2.20971,  0.71429,  1.33551
25, validation, -2.16835,  0.71429,  1.30613
