Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.20897,  0.33333,  0.20198
1, validation, -3.04951,  0.33333,  0.12565
2, train, -2.99601,  0.33333,  0.17739
2, validation, -2.88740,  0.33333,  0.13316
3, train, -2.95832,  0.66667,  0.22651
3, validation, -2.72096,  0.66667,  0.17481
4, train, -2.77344,  0.66667,  0.21261
4, validation, -2.61860,  0.66667,  0.24963
5, train, -2.61246,  0.66667,  0.22312
5, validation, -2.57593,  0.66667,  0.30970
6, train, -2.51430,  0.66667,  0.23283
6, validation, -2.54732,  0.66667,  0.33766
7, train, -2.61293,  0.66667,  0.38741
7, validation, -2.49410,  0.66667,  0.30649
8, train, -2.55741,  0.66667,  0.26277
8, validation, -2.42989,  0.66667,  0.24662
9, train, -2.59681,  0.66667,  0.40239
9, validation, -2.36804,  0.66667,  0.17514
10, train, -2.36270,  0.66667,  0.19055
10, validation, -2.31754,  0.66667,  0.16113
11, train, -2.39101,  0.66667,  0.19250
11, validation, -2.27742,  1.00000,  0.20448
12, train, -2.27290,  1.00000,  0.24156
12, validation, -2.23997,  1.00000,  0.23978
13, train, -2.24024,  1.00000,  0.23450
13, validation, -2.20477,  1.00000,  0.27538
14, train, -2.19708,  1.00000,  0.28152
14, validation, -2.16621,  1.00000,  0.27377
15, train, -2.15595,  1.00000,  0.29344
15, validation, -2.12522,  1.00000,  0.25831
16, train, -2.16296,  1.00000,  0.19878
16, validation, -2.08541,  1.00000,  0.25647
17, train, -2.09138,  1.00000,  0.25301
17, validation, -2.04576,  1.00000,  0.25256
18, train, -2.07756,  1.00000,  0.26879
18, validation, -2.00745,  1.00000,  0.24148
19, train, -2.05087,  1.00000,  0.15440
19, validation, -1.97353,  1.00000,  0.24479
20, train, -1.99454,  1.00000,  0.25455
20, validation, -1.94647,  1.00000,  0.25617
21, train, -1.97430,  1.00000,  0.30519
21, validation, -1.93592,  1.00000,  0.26357
22, train, -1.96643,  1.00000,  0.26442
22, validation, -1.92494,  1.00000,  0.27179
23, train, -1.96055,  1.00000,  0.25498
23, validation, -1.91070,  1.00000,  0.27816
24, train, -1.91566,  1.00000,  0.31994
24, validation, -1.89445,  1.00000,  0.28337
25, train, -1.99895,  1.00000,  0.33492
25, validation, -1.87621,  1.00000,  0.28814
