Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.62684,  0.09677,  1.91759
1, validation, -3.60461,  0.09677,  1.93554
2, train, -3.59862,  0.09677,  1.93437
2, validation, -3.57080,  0.06452,  1.94008
3, train, -3.56220,  0.03226,  1.92805
3, validation, -3.53854,  0.06452,  1.93906
4, train, -3.53579,  0.06452,  1.94420
4, validation, -3.50711,  0.06452,  1.93547
5, train, -3.49843,  0.06452,  1.93304
5, validation, -3.47612,  0.03226,  1.93129
6, train, -3.47005,  0.03226,  1.92796
6, validation, -3.44549,  0.09677,  1.92699
7, train, -3.44392,  0.12903,  1.92844
7, validation, -3.41513,  0.29032,  1.92278
8, train, -3.41095,  0.29032,  1.92211
8, validation, -3.38501,  0.25806,  1.91887
9, train, -3.38436,  0.29032,  1.92335
9, validation, -3.35512,  0.35484,  1.91551
10, train, -3.35344,  0.38710,  1.91763
10, validation, -3.32553,  0.35484,  1.91275
11, train, -3.32022,  0.32258,  1.90929
11, validation, -3.29621,  0.32258,  1.91057
12, train, -3.29158,  0.32258,  1.91121
12, validation, -3.26718,  0.32258,  1.90892
13, train, -3.26021,  0.29032,  1.90776
13, validation, -3.23850,  0.29032,  1.90764
14, train, -3.23898,  0.32258,  1.90507
14, validation, -3.21020,  0.29032,  1.90663
15, train, -3.20976,  0.29032,  1.90610
15, validation, -3.18230,  0.29032,  1.90574
16, train, -3.17861,  0.29032,  1.90805
16, validation, -3.15489,  0.29032,  1.90492
17, train, -3.15011,  0.29032,  1.90446
17, validation, -3.12803,  0.29032,  1.90405
18, train, -3.12884,  0.32258,  1.90335
18, validation, -3.10180,  0.29032,  1.90317
19, train, -3.09991,  0.29032,  1.90285
19, validation, -3.07632,  0.29032,  1.90224
20, train, -3.07919,  0.29032,  1.90436
20, validation, -3.05167,  0.29032,  1.90123
