Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.28841,  0.27096,  1.79345
1, validation, -3.33884,  0.28294,  1.82984
2, train, -3.23553,  0.27096,  1.76753
2, validation, -3.28670,  0.28294,  1.83049
3, train, -3.18072,  0.27096,  1.76660
3, validation, -3.23717,  0.28294,  1.84237
4, train, -3.13049,  0.27072,  1.77318
4, validation, -3.19917,  0.28294,  1.84973
5, train, -3.09101,  0.27096,  1.77462
5, validation, -3.17317,  0.28294,  1.84425
6, train, -3.06421,  0.27096,  1.76945
6, validation, -3.15443,  0.28294,  1.83537
7, train, -3.04360,  0.27096,  1.76580
7, validation, -3.14094,  0.28294,  1.82960
8, train, -3.02837,  0.27096,  1.76386
8, validation, -3.13186,  0.28294,  1.82769
9, train, -3.01849,  0.27096,  1.76324
9, validation, -3.12606,  0.28294,  1.82734
10, train, -3.01201,  0.27096,  1.76301
10, validation, -3.12253,  0.28294,  1.82724
11, train, -3.00802,  0.27096,  1.76162
11, validation, -3.12003,  0.28294,  1.82493
12, train, -3.00524,  0.27096,  1.76120
12, validation, -3.11786,  0.28294,  1.82438
13, train, -3.00295,  0.27096,  1.76045
13, validation, -3.11457,  0.28294,  1.82255
14, train, -3.00056,  0.27096,  1.75965
14, validation, -3.11192,  0.28294,  1.82206
15, train, -2.99826,  0.27096,  1.75905
15, validation, -3.11022,  0.28294,  1.82358
16, train, -2.99646,  0.27096,  1.75828
16, validation, -3.10842,  0.28294,  1.82212
17, train, -2.99549,  0.27096,  1.75848
17, validation, -3.10541,  0.28294,  1.81835
18, train, -2.99404,  0.27096,  1.75772
18, validation, -3.10335,  0.28294,  1.81783
19, train, -2.99230,  0.27096,  1.75650
19, validation, -3.10218,  0.28294,  1.82032
20, train, -2.99098,  0.27096,  1.75641
20, validation, -3.10107,  0.28294,  1.81929
