Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.08104,  0.00000,  1.05373
1, validation, -3.07031,  1.00000,  1.13220
2, train, -3.03429,  1.00000,  1.09336
2, validation, -3.03193,  1.00000,  1.09149
3, train, -2.95217,  1.00000,  1.02093
3, validation, -2.99273,  1.00000,  1.04937
4, train, -2.96119,  1.00000,  1.00745
4, validation, -2.95248,  1.00000,  1.00633
5, train, -2.94239,  1.00000,  0.96535
5, validation, -2.91131,  1.00000,  0.96232
6, train, -2.84902,  1.00000,  0.89030
6, validation, -2.86933,  1.00000,  0.91661
7, train, -2.93151,  1.00000,  0.86102
7, validation, -2.82734,  1.00000,  0.87191
8, train, -2.87632,  1.00000,  0.89545
8, validation, -2.78483,  1.00000,  0.82643
9, train, -2.78973,  1.00000,  0.80826
9, validation, -2.74167,  1.00000,  0.78002
10, train, -2.72591,  1.00000,  0.76560
10, validation, -2.69823,  1.00000,  0.73252
11, train, -2.62652,  1.00000,  0.66677
11, validation, -2.65439,  1.00000,  0.68386
12, train, -2.64561,  1.00000,  0.73336
12, validation, -2.61033,  1.00000,  0.63383
13, train, -2.60476,  1.00000,  0.64552
13, validation, -2.56632,  1.00000,  0.58306
14, train, -2.60380,  1.00000,  0.52066
14, validation, -2.52308,  1.00000,  0.53466
15, train, -2.52505,  1.00000,  0.48165
15, validation, -2.48080,  1.00000,  0.48811
16, train, -2.49327,  1.00000,  0.49399
16, validation, -2.43916,  1.00000,  0.44258
17, train, -2.43624,  1.00000,  0.47469
17, validation, -2.39855,  1.00000,  0.39768
18, train, -2.41633,  1.00000,  0.48028
18, validation, -2.35883,  1.00000,  0.35263
19, train, -2.34681,  1.00000,  0.21652
19, validation, -2.32189,  1.00000,  0.31598
20, train, -2.33120,  1.00000,  0.36706
20, validation, -2.28562,  1.00000,  0.28041
