checkpoint_task,checkpoint,eval_name,regime_id,variant,protocol,memory_view,nll_per_event,accuracy,local_time_mae
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_00_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,3.0067205885369788,0.3463461080695073,1.1906549666671917
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_00_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.9178370992577203,0.07319952774498228,1.5151658095322647
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_00_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,3.3017888938644044,0.1205548549810845,1.0552889036200237
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_00_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.8695101916495283,0.07840828820343772,1.512058128714421
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_00_best.pt,anchor_A_2,A_2,frozen/full,frozen,full,3.145747604578726,0.31717623663932387,1.199781042824863
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_00_best.pt,anchor_X_transient,X_transient,frozen/full,frozen,full,3.184679044532458,0.25862479181536996,1.1196526312527417
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_00_best.pt,anchor_A_merge,A_merge,frozen/full,frozen,full,2.9967747710386297,0.33687258687258687,1.1305944956407583
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_00_best.pt,anchor_E_1,E_1,frozen/full,frozen,full,3.4728013616068014,0.14415075868820362,1.0854195535503879
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_01_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,3.356111676770714,0.23042132825517733,1.3100347702800021
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_01_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.052188791322314,0.2819362455726092,1.1263501474679993
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_01_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,3.1941119007625316,0.12206809583858765,0.9493733301439321
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_01_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.001152737381488,0.2719566753002119,1.1350338241760383
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_01_best.pt,anchor_A_2,A_2,frozen/full,frozen,full,3.4374528657788517,0.19065374098931145,1.3036861822672101
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_01_best.pt,anchor_X_transient,X_transient,frozen/full,frozen,full,3.376781281192842,0.18629550321199143,1.2063554059940096
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_01_best.pt,anchor_A_merge,A_merge,frozen/full,frozen,full,3.3505153435077446,0.20897683397683398,1.241637862327016
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_01_best.pt,anchor_E_1,E_1,frozen/full,frozen,full,3.329552185984727,0.11722956436612825,1.078942435661835
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_02_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,3.285943757520066,0.17329207331587718,1.1889418193596484
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_02_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.3333744125636438,0.1806375442739079,1.1475804771414333
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_02_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,2.6783521231306153,0.305422446406053,0.91213033899834
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_02_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.2877466566904534,0.17353425947727807,1.160015887643748
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_02_best.pt,anchor_A_2,A_2,frozen/full,frozen,full,3.415348015997856,0.1548595575441213,1.1932374929095748
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_02_best.pt,anchor_X_transient,X_transient,frozen/full,frozen,full,3.3243632310916773,0.16630977872947894,1.0897882766959612
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_02_best.pt,anchor_A_merge,A_merge,frozen/full,frozen,full,3.276121327315518,0.16771235521235522,1.1264878819808075
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_02_best.pt,anchor_E_1,E_1,frozen/full,frozen,full,3.3336685188132877,0.15907978463044542,1.0051703791494644
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_03_best.pt,anchor_A_1,A_1,frozen/full,frozen,full,3.216537221333323,0.19495358248036182,1.1877642279436293
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_03_best.pt,anchor_B_1,B_1,frozen/full,frozen,full,3.3259093211420594,0.17662337662337663,1.1571780545933892
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_03_best.pt,anchor_C_1,C_1,frozen/full,frozen,full,2.668556387517672,0.27061790668348046,0.9198869231369576
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_03_best.pt,anchor_B_prime_1,B_prime_1,frozen/full,frozen,full,3.282311741537225,0.16741229102896163,1.169222533744954
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_03_best.pt,anchor_A_2,A_2,frozen/full,frozen,full,3.334338630754024,0.1757394978871489,1.1918224469364327
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_03_best.pt,anchor_X_transient,X_transient,frozen/full,frozen,full,3.248062885292592,0.17535093980490127,1.0888593302946161
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_03_best.pt,anchor_A_merge,A_merge,frozen/full,frozen,full,3.204779558660441,0.19087837837837837,1.1251208377160622
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_03_best.pt,anchor_E_1,E_1,frozen/full,frozen,full,3.2791792673044675,0.19579050416054822,1.00811527222322
