checkpoint_task,checkpoint,eval_name,eval_kind,eval_task,regime_id,stage_label,variant,protocol,memory_view,nll_per_event,accuracy,local_time_mae,events
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_00_best.pt,task_00_test,task_test,0,A_1,A_1_initial,fast_adapt/full,fast_adapt,full,3.038735857728874,0.3404457088667615,1.186869552995764,2109
0,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_00_best.pt,task_01_test_pre,task_test_pre,1,B_1,B_1_novel,fast_adapt/full,fast_adapt,full,3.949659983317057,0.08093869731800767,1.5393253048717748,2088
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_01_best.pt,task_01_test,task_test,1,B_1,B_1_novel,fast_adapt/full,fast_adapt,full,3.1842022526766605,0.2868773946360153,1.2150555680081305,2088
1,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_01_best.pt,task_02_test_pre,task_test_pre,2,C_1,C_1_novel,fast_adapt/full,fast_adapt,full,3.189401961124422,0.12760549059481444,0.9345407752622247,1967
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_02_best.pt,task_02_test,task_test,2,C_1,C_1_novel,fast_adapt/full,fast_adapt,full,2.6756199815882966,0.3121504829689883,0.8930584956500273,1967
2,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_02_best.pt,task_03_test_pre,task_test_pre,3,A_1,A_1_exact_recurrence,fast_adapt/full,fast_adapt,full,3.3255904123498095,0.15986717267552183,1.194920804061745,2108
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_03_best.pt,task_03_test,task_test,3,A_1,A_1_exact_recurrence,fast_adapt/full,fast_adapt,full,3.252746451737985,0.1840607210626186,1.192244701638846,2108
3,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_03_best.pt,task_04_test_pre,task_test_pre,4,B_prime_1,B_prime_1_near_recurrence,fast_adapt/full,fast_adapt,full,3.163494649655174,0.1826302729528536,1.1067098338314085,2015
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_04_best.pt,task_04_test,task_test,4,B_prime_1,B_prime_1_near_recurrence,fast_adapt/full,fast_adapt,full,3.0756300024595804,0.17866004962779156,1.1191850241005568,2015
4,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_04_best.pt,task_05_test_pre,task_test_pre,5,A_2,A_2_specialization,fast_adapt/full,fast_adapt,full,3.218603089885947,0.19604938271604938,1.1927465358781226,2025
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_05_best.pt,task_05_test,task_test,5,A_2,A_2_specialization,fast_adapt/full,fast_adapt,full,2.99011126106168,0.38419753086419756,1.169284214914581,2025
5,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_05_best.pt,task_06_test_pre,task_test_pre,6,,C_1_with_transient_X,fast_adapt/full,fast_adapt,full,3.172188455345657,0.12229176697159365,0.9999996831799334,2077
6,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_06_best.pt,task_06_test,task_test,6,,C_1_with_transient_X,fast_adapt/full,fast_adapt,full,2.7664336019487523,0.359653346172364,0.9669259502500884,2077
6,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_06_best.pt,task_07_test_pre,task_test_pre,7,A_merge,A_merge,fast_adapt/full,fast_adapt,full,3.319356785395684,0.10776075135936727,1.1612046147948494,2023
7,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_07_best.pt,task_07_test,task_test,7,A_merge,A_merge,fast_adapt/full,fast_adapt,full,3.0213329939340166,0.3405832921403856,1.1405783166286678,2023
7,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_07_best.pt,task_08_test_pre,task_test_pre,8,A_1,A_1_long_gap_recurrence,fast_adapt/full,fast_adapt,full,3.01689999382365,0.3455847255369928,1.1189512302881208,2095
8,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_08_best.pt,task_08_test,task_test,8,A_1,A_1_long_gap_recurrence,fast_adapt/full,fast_adapt,full,2.9970112839291376,0.3460620525059666,1.1214539593899164,2095
8,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_08_best.pt,task_09_test_pre,task_test_pre,9,,E_1_B_1_mixture,fast_adapt/full,fast_adapt,full,3.5195681384773274,0.11894273127753303,1.2267339858598003,2043
9,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_27/checkpoint/task_09_best.pt,task_09_test,task_test,9,,E_1_B_1_mixture,fast_adapt/full,fast_adapt,full,3.087387667528508,0.29466470876162504,1.1332035391457922,2043
