Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.53715,  0.13333,  1.44742
1, validation, -3.51284,  0.13333,  1.33994
2, train, -3.49913,  0.13333,  1.31268
2, validation, -3.47390,  0.06667,  1.20964
3, train, -3.44233,  0.06667,  1.10897
3, validation, -3.43688,  0.06667,  1.10313
4, train, -3.44075,  0.06667,  1.13140
4, validation, -3.40134,  0.06667,  1.01648
5, train, -3.38787,  0.06667,  0.99854
5, validation, -3.36745,  0.06667,  0.95140
6, train, -3.36776,  0.06667,  0.95225
6, validation, -3.33508,  0.06667,  0.90425
7, train, -3.34230,  0.06667,  0.91197
7, validation, -3.30422,  0.06667,  0.87157
8, train, -3.30768,  0.13333,  0.89829
8, validation, -3.27464,  0.20000,  0.84912
9, train, -3.27437,  0.06667,  0.84767
9, validation, -3.24643,  0.26667,  0.83460
10, train, -3.24647,  0.20000,  0.83960
10, validation, -3.21938,  0.26667,  0.82524
11, train, -3.21954,  0.26667,  0.82066
11, validation, -3.19329,  0.26667,  0.81892
12, train, -3.19786,  0.26667,  0.82757
12, validation, -3.16826,  0.26667,  0.81458
13, train, -3.15654,  0.26667,  0.80317
13, validation, -3.14416,  0.26667,  0.81136
14, train, -3.14273,  0.26667,  0.81623
14, validation, -3.12097,  0.26667,  0.80868
15, train, -3.12663,  0.26667,  0.81653
15, validation, -3.09860,  0.26667,  0.80616
16, train, -3.10711,  0.26667,  0.81256
16, validation, -3.07702,  0.26667,  0.80365
17, train, -3.07877,  0.26667,  0.81591
17, validation, -3.05612,  0.26667,  0.80101
18, train, -3.05770,  0.26667,  0.81243
18, validation, -3.03606,  0.26667,  0.79821
19, train, -3.04286,  0.26667,  0.81493
19, validation, -3.01673,  0.26667,  0.79518
20, train, -3.02901,  0.26667,  0.82083
20, validation, -2.99808,  0.26667,  0.79186
