Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -4.15067,  0.22581,  2.94360
1, validation, -4.11510,  0.22581,  2.93206
2, train, -4.12443,  0.22581,  2.93053
2, validation, -4.09289,  0.22581,  2.92205
3, train, -4.10063,  0.22581,  2.92464
3, validation, -4.07170,  0.22581,  2.91354
4, train, -4.07986,  0.22581,  2.91519
4, validation, -4.05135,  0.22581,  2.90654
5, train, -4.05651,  0.22581,  2.90834
5, validation, -4.03183,  0.22581,  2.90086
6, train, -4.03712,  0.22581,  2.90479
6, validation, -4.01300,  0.22581,  2.89652
7, train, -4.02347,  0.22581,  2.89550
7, validation, -3.99471,  0.25806,  2.89343
8, train, -4.00149,  0.29032,  2.89616
8, validation, -3.97681,  0.25806,  2.89156
9, train, -3.98429,  0.25806,  2.89374
9, validation, -3.95923,  0.25806,  2.89066
10, train, -3.97161,  0.25806,  2.89708
10, validation, -3.94204,  0.25806,  2.89051
11, train, -3.94612,  0.25806,  2.89185
11, validation, -3.92542,  0.25806,  2.89075
12, train, -3.92943,  0.25806,  2.88879
12, validation, -3.90952,  0.25806,  2.89111
13, train, -3.91528,  0.25806,  2.89414
13, validation, -3.89442,  0.25806,  2.89134
14, train, -3.89828,  0.25806,  2.88785
14, validation, -3.88018,  0.25806,  2.89129
15, train, -3.88564,  0.25806,  2.89290
15, validation, -3.86676,  0.25806,  2.89092
16, train, -3.87134,  0.25806,  2.88886
16, validation, -3.85418,  0.25806,  2.89032
17, train, -3.86107,  0.25806,  2.89192
17, validation, -3.84240,  0.25806,  2.88956
18, train, -3.85427,  0.25806,  2.89553
18, validation, -3.83138,  0.25806,  2.88881
19, train, -3.83610,  0.25806,  2.89247
19, validation, -3.82112,  0.25806,  2.88818
20, train, -3.82728,  0.25806,  2.88790
20, validation, -3.81157,  0.25806,  2.88773
