Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -5.63404,  0.00000,  0.48380
1, validation, -5.49086,  0.00000,  0.44386
2, train, -5.54249,  0.00000,  0.43730
2, validation, -5.45000,  0.00000,  0.43812
3, train, -5.49785,  0.00000,  0.45223
3, validation, -5.40945,  0.00000,  0.43219
4, train, -5.48327,  0.00000,  0.44000
4, validation, -5.36885,  1.00000,  0.42618
5, train, -5.45202,  1.00000,  0.43410
5, validation, -5.32857,  1.00000,  0.42005
6, train, -5.45224,  1.00000,  0.42283
6, validation, -5.28861,  1.00000,  0.41374
7, train, -5.50596,  1.00000,  0.41622
7, validation, -5.24921,  1.00000,  0.40748
8, train, -5.39448,  1.00000,  0.38901
8, validation, -5.21009,  1.00000,  0.40127
9, train, -5.37014,  1.00000,  0.40277
9, validation, -5.17118,  1.00000,  0.39494
10, train, -5.27166,  1.00000,  0.41763
10, validation, -5.13222,  1.00000,  0.38819
11, train, -5.19229,  1.00000,  0.40950
11, validation, -5.09312,  1.00000,  0.38107
12, train, -5.21057,  1.00000,  0.39158
12, validation, -5.05364,  1.00000,  0.37361
13, train, -5.25432,  1.00000,  0.40992
13, validation, -5.01395,  1.00000,  0.36585
14, train, -5.06179,  1.00000,  0.36833
14, validation, -4.97386,  1.00000,  0.35789
15, train, -5.02416,  1.00000,  0.37966
15, validation, -4.93336,  1.00000,  0.34955
16, train, -5.00091,  1.00000,  0.36070
16, validation, -4.89256,  1.00000,  0.34104
17, train, -4.98637,  1.00000,  0.34835
17, validation, -4.85152,  1.00000,  0.33233
18, train, -4.89215,  1.00000,  0.35148
18, validation, -4.81031,  1.00000,  0.32341
19, train, -4.93962,  1.00000,  0.34628
19, validation, -4.76906,  1.00000,  0.31437
20, train, -4.91846,  1.00000,  0.35066
20, validation, -4.72739,  1.00000,  0.30503
