Epoch,Split,Log-likelihood,RMSE,Accuracy,NumEvents,RMSE NumEvents,LearningRate
1,train,-207.73593306764923,5.480355971754575,0.07918105574740997,8108,8108,0.001
1,valid,-20.568742865296805,6.032457685348488,0.07508878741755454,1971,1971,0.001
2,train,-178.39523729457017,5.472456061526482,0.18919585594474592,8108,8108,0.001
2,valid,-12.946215238140537,5.41027129479264,0.19837645865043124,1971,1971,0.001
3,train,-159.93101070123643,5.163969476064174,0.19388258510113468,8108,8108,0.001
3,valid,-10.010326491945714,5.244303869760658,0.2085235920852359,1971,1971,0.001
4,train,-142.80517541991705,4.055923264360196,0.18907252096694624,8108,8108,0.001
4,valid,-8.272915774828768,5.099391850759271,0.20446473871131404,1971,1971,0.001
5,train,-128.82845742630735,3.8351347849131603,0.19708929452392698,8108,8108,0.001
5,valid,-6.886364987633181,4.902727585321786,0.21359715880263824,1971,1971,0.001
6,train,-118.35574384481376,3.6622400494178846,0.21077947705969413,8108,8108,0.001
6,valid,-6.1410139404173005,4.760614675281366,0.2176560121765601,1971,1971,0.001
7,train,-105.69068767922114,3.3724874707109542,0.22015293537247163,8108,8108,0.001
7,valid,-5.562819575247336,3.8867646303324372,0.24099441907661084,1971,1971,0.001
8,train,-93.36650036518716,3.417774453345325,0.23260976813024173,8108,8108,0.001
8,valid,-5.155961639079147,3.922969103669245,0.24302384576357178,1971,1971,0.001
9,train,-72.86115950296004,3.7892691321080627,0.2375431672422299,8108,8108,0.001
9,valid,-4.856533009893455,3.2836244308062272,0.24302384576357178,1971,1971,0.001
10,train,-54.8575468961982,4.002764566546143,0.2351998026640355,8108,8108,0.001
10,valid,-4.715321378741756,3.5074153503329764,0.2420091324200913,1971,1971,0.001
11,train,-37.32163329235015,4.124694074696819,0.2280463739516527,8108,8108,0.001
11,valid,-4.556321545218164,3.630902510092783,0.2343987823439878,1971,1971,0.001
12,train,-29.39812458567156,4.065504230534672,0.21879625061667488,8108,8108,0.001
12,valid,-4.459529387049721,3.586696818175803,0.2328767123287671,1971,1971,0.001
13,train,-26.259377192086518,3.672309451279126,0.21484953132708437,8108,8108,0.001
13,valid,-4.406276755136986,3.402196225504436,0.22881785895484524,1971,1971,0.001
14,train,-23.064751826899357,3.453221040197632,0.21472619634928466,8108,8108,0.001
14,valid,-4.378684281456113,3.1914510162371434,0.2252663622526636,1971,1971,0.001
15,train,-20.057358232224345,3.350162744718737,0.21904292057227429,8108,8108,0.001
15,valid,-4.363663749365804,3.052898074250607,0.24150177574835108,1971,1971,0.001
16,train,-17.51296775753885,3.316649956781626,0.22335964479526393,8108,8108,0.001
16,valid,-4.35222691923516,3.031976377765375,0.24403855910705224,1971,1971,0.001
17,train,-15.216057226466145,3.3560828347394573,0.2216329551060681,8108,8108,0.001
17,valid,-4.342683262779047,3.077740695986276,0.24860476915271434,1971,1971,0.001
18,train,-13.593044918984337,3.4324759993942764,0.22372964972866305,8108,8108,0.001
18,valid,-4.337474433980213,3.1528289041644095,0.24403855910705224,1971,1971,0.001
19,train,-12.279698918120992,3.500460892838303,0.2253330044400592,8108,8108,0.001
19,valid,-4.335641707096651,3.235436050826899,0.24606798579401318,1971,1971,0.001
20,train,-11.277165371970584,3.5644439564370223,0.22212629501726688,8108,8108,0.001
20,valid,-4.336474584601725,3.286584912515811,0.24606798579401318,1971,1971,0.001
21,train,-10.576088166201592,3.598281814505914,0.21904292057227429,8108,8108,0.001
21,valid,-4.3388666920345,3.2929970049303052,0.24302384576357178,1971,1971,0.001
22,train,-9.994315630588616,3.5952892796431173,0.22002960039467193,8108,8108,0.001
22,valid,-4.341447076357179,3.2844717187213943,0.23997970573313038,1971,1971,0.001
23,train,-9.476312457603601,3.5929165879046794,0.219166255550074,8108,8108,0.001
23,valid,-4.34523441463724,3.2857832562499096,0.23490613901572804,1971,1971,0.001
24,train,-9.073405871323075,3.58357003127197,0.22052294030587075,8108,8108,0.001
24,valid,-4.350674625824454,3.264643005678899,0.23997970573313038,1971,1971,0.001
25,train,-8.974199864331524,3.5834750477387733,0.22101628021706957,8108,8108,0.0003
25,valid,-4.3528863838153224,3.265261701642472,0.2404870624048706,1971,1971,0.0003
