Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -4.87034,  0.12903,  3.64019
1, validation, -4.75783,  0.12903,  3.52954
2, train, -4.79101,  0.12903,  3.55075
2, validation, -4.65641,  0.12903,  3.41275
3, train, -4.68250,  0.12903,  3.42441
3, validation, -4.58524,  0.12903,  3.33454
4, train, -4.59645,  0.12903,  3.33429
4, validation, -4.53465,  0.12903,  3.28586
5, train, -4.55896,  0.12903,  3.29433
5, validation, -4.49286,  0.12903,  3.25244
6, train, -4.50387,  0.12903,  3.25471
6, validation, -4.45732,  0.12903,  3.23139
7, train, -4.47587,  0.12903,  3.24302
7, validation, -4.42716,  0.19355,  3.22116
8, train, -4.43788,  0.19355,  3.22099
8, validation, -4.40181,  0.19355,  3.21903
9, train, -4.41645,  0.19355,  3.22248
9, validation, -4.38073,  0.19355,  3.22197
10, train, -4.39435,  0.19355,  3.22335
10, validation, -4.36332,  0.19355,  3.22705
11, train, -4.37222,  0.19355,  3.22582
11, validation, -4.34904,  0.19355,  3.23182
12, train, -4.35629,  0.19355,  3.22640
12, validation, -4.33726,  0.19355,  3.23473
13, train, -4.33907,  0.19355,  3.22751
13, validation, -4.32755,  0.19355,  3.23505
14, train, -4.33249,  0.19355,  3.23255
14, validation, -4.31945,  0.19355,  3.23292
15, train, -4.32616,  0.19355,  3.23452
15, validation, -4.31260,  0.19355,  3.22918
16, train, -4.31906,  0.19355,  3.23164
16, validation, -4.30668,  0.19355,  3.22478
17, train, -4.30923,  0.19355,  3.21901
17, validation, -4.30141,  0.19355,  3.22084
18, train, -4.30507,  0.19355,  3.21856
18, validation, -4.29656,  0.19355,  3.21813
19, train, -4.29923,  0.19355,  3.21859
19, validation, -4.29197,  0.19355,  3.21694
20, train, -4.29968,  0.19355,  3.21971
20, validation, -4.28758,  0.19355,  3.21688
