accuracy,checkpoint_task,evaluation_scope,first_seen_task,local_time_mae,nll_per_event,regime_id,variant
0.07390791027154664,0,ood_unseen,1,1.4658356127237908,3.83840069010801,B_1,frozen/full
0.14955863808322825,0,ood_unseen,2,1.0781118539663461,3.254494023172732,C_1,frozen/full
0.07887920885330822,0,ood_unseen,4,1.4640099121481778,3.7919244409196935,B_prime_1,frozen/full
0.30400198856574695,0,ood_unseen,5,1.213924470067528,3.153495627376472,A_2,frozen/full
0.2531525101118249,0,ood_unseen,,1.1305754700360513,3.173158150527014,X_transient,frozen/full
0.3250482625482625,0,ood_unseen,7,1.1466117420712032,3.012784970773233,A_merge,frozen/full
0.14929025942241803,0,ood_unseen,9,1.1064216288876079,3.4160920571183904,E_1,frozen/full
0.24564943253467844,1,ood_unseen,2,1.0062178800566048,3.073028668359129,C_1,frozen/full
0.2194490228396515,1,ood_unseen,4,1.2319723533017792,3.2108276830663787,B_prime_1,frozen/full
0.11359681829480488,1,ood_unseen,5,1.2102657818776472,3.463699996989964,A_2,frozen/full
0.1287175826790388,1,ood_unseen,,1.10846418135228,3.3764915638755055,X_transient,frozen/full
0.14744208494208494,1,ood_unseen,7,1.1498164421803243,3.3492355346679688,A_merge,frozen/full
0.1213901125795399,1,ood_unseen,9,1.0413816128066515,3.293177914164315,E_1,frozen/full
0.08288203437720744,2,ood_unseen,4,1.1925645823306916,3.4416851333822955,B_prime_1,frozen/full
0.0947054436987323,2,ood_unseen,5,1.2098206876374997,3.5186044369175336,A_2,frozen/full
0.07351891506067094,2,ood_unseen,,1.1039291525238786,3.4518061258269297,X_transient,frozen/full
0.09266409266409266,2,ood_unseen,7,1.1311134518803776,3.415536711114714,A_merge,frozen/full
0.08883994126284875,2,ood_unseen,9,1.0020194625481051,3.416060508843794,E_1,frozen/full
0.0744054626795385,3,ood_unseen,4,1.2524192968143528,3.526844366876159,B_prime_1,frozen/full
0.21874223216505095,3,ood_unseen,5,1.1813964473943404,3.165653315047971,A_2,frozen/full
0.17130620985010706,3,ood_unseen,,1.0886925845494475,3.1493214714564,X_transient,frozen/full
0.2335907335907336,3,ood_unseen,7,1.1149684802905933,3.0346070090776243,A_merge,frozen/full
0.21316691140479688,3,ood_unseen,9,1.0254168218686426,3.2844310579379283,E_1,frozen/full
0.19164802386278895,4,ood_unseen,5,1.2508158815342663,3.3150238958781197,A_2,frozen/full
0.15988579586009993,4,ood_unseen,,1.1547952979172011,3.27018520691949,X_transient,frozen/full
0.21476833976833976,4,ood_unseen,7,1.1842835759564256,3.204713200970506,A_merge,frozen/full
0.15907978463044542,4,ood_unseen,9,1.058949248789574,3.254186106498371,E_1,frozen/full
0.2624315964787057,5,ood_unseen,,1.0846533683433777,3.1027417143214295,X_transient,frozen/full
0.32118725868725867,5,ood_unseen,7,1.1135530029944931,3.0000815004915804,A_merge,frozen/full
0.12726382770435635,5,ood_unseen,9,1.002094307543306,3.2257617309988564,E_1,frozen/full
0.11539376635736379,6,ood_unseen,,1.0940135826021893,3.37014860543018,X_transient,frozen/full
0.0916988416988417,6,ood_unseen,7,1.1264690432309183,3.4033632646656407,A_merge,frozen/full
0.08737151248164464,6,ood_unseen,9,1.0097833232907647,3.4116820056708024,E_1,frozen/full
0.2598144182726624,7,ood_unseen,,1.096799250077895,3.1104825346803993,X_transient,frozen/full
0.15859030837004406,7,ood_unseen,9,1.0296224765898956,3.267799989884237,E_1,frozen/full
0.2595764929812039,8,ood_unseen,,1.0886612546577246,3.1008767475833388,X_transient,frozen/full
0.15712187958883994,8,ood_unseen,9,1.0187134586358502,3.2747362522418397,E_1,frozen/full
0.10778015703069237,9,ood_unseen,,1.0674871852674173,3.3447011130326367,X_transient,frozen/full
