anchor_index,checkpoint,checkpoint_task,evaluation_scope,events,first_seen_task,nise,nise_type_0,nise_type_1,nise_type_2,nise_type_3,nise_type_4,nise_type_5,nise_type_6,nise_type_7,plot_path,regime_id,variant
10,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,66,0,0.16639669189684345,0.18667473422625216,0.14119931057463214,0.0844494064928505,0.21399049652285168,0.15086679265380776,0.1803967739379184,0.1557232129510356,0.13630338004466977,,A_1,frozen/full
11,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,72,0,0.1742396466370635,0.19921581427985774,0.14725966909117133,0.09263969238950776,0.23448596821302395,0.10503175030496296,0.1672545557011634,0.19723855981742902,0.13455575006217535,,A_1,frozen/full
12,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,64,0,0.16301558321260853,0.1748959441194521,0.1580163456931246,0.06730410176324152,0.18833335182534258,0.13607698505303711,0.17475354561775977,0.09398709811839641,0.11038645843971236,,A_1,frozen/full
13,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,53,0,0.20205530919291603,0.2634209341019218,0.21482339647575877,0.0701574158605144,0.21025768867565056,0.1457715442458907,0.16510042953468282,0.12875086099922273,0.12055018958550508,,A_1,frozen/full
14,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,72,0,0.17966720636913902,0.1893598519742411,0.182656163184068,0.09296326260310857,0.2058540396956592,0.13367931988724105,0.17382800629990314,0.1239622226659456,0.135402140801965,,A_1,frozen/full
15,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,68,0,0.16847609994759627,0.17579465881923942,0.1604890323336603,0.10304205378535647,0.2249145064336504,0.1563594995720489,0.1925649689333679,0.23674147699386353,0.14773758645612065,,A_1,frozen/full
16,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,78,0,0.20665769308448143,0.24224564279973054,0.18906408510233777,0.08134335228727751,0.1758302415284759,0.1251844122562924,0.19561469190142872,0.14683303177355897,0.14379602973936695,,A_1,frozen/full
17,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,55,0,0.1540831066537498,0.14364157156244567,0.16300469184051852,0.07256963838163992,0.1598327406900778,0.08995864508276953,0.17891377674098405,0.14749591481766366,0.10493897544631936,,A_1,frozen/full
18,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,69,0,0.18876807588679023,0.2841999813022219,0.22177507970778493,0.07695147895631277,0.1798466080890946,0.1828303571394209,0.1846839332922789,0.16031476576951947,0.15886434927809615,,A_1,frozen/full
19,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,72,0,0.16670097849608856,0.17027283340699473,0.16462074795146925,0.06224257058555603,0.2598841862616629,0.08135034645367945,0.18063646601905953,0.16603085768051043,0.06729501548595332,,A_1,frozen/full
20,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,55,0,0.16492656102094524,0.16059318165521397,0.17126143684161577,0.08090505603696038,0.176366457637241,0.1198458005998604,0.20172894421766485,0.1265837438694753,0.12796772954315577,,A_1,frozen/full
21,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,60,0,0.21014585510263303,0.2770892054099581,0.19723989460684516,0.10408668238779442,0.19729714109641752,0.13678747115842357,0.1953600353709663,0.14229605094575007,0.15963794770256873,,A_1,frozen/full
22,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,63,0,0.19544379922954627,0.16656721203085836,0.21672899474962148,0.08932985032025086,0.18531596300320702,0.11391489027287438,0.19902855387360946,0.16275962888701728,0.1515261533704517,,A_1,frozen/full
23,/home/xinye/Benchmark/Evaluation/results/continual/HM/full/seed_7/checkpoint/task_00_best.pt,0,seen_law,73,0,0.16118561313040872,0.15846074299439672,0.1686453417003242,0.07414779135381505,0.19357031294991747,0.17511149857899894,0.15331305721162367,0.0918272986754954,0.11928583046738511,,A_1,frozen/full
