Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -6.05097,  0.00000,  2.05415
1, validation, -4.87310,  0.00000,  1.55634
2, train, -4.96032,  0.00000,  1.54712
2, validation, -4.56210,  1.00000,  1.35186
3, train, -4.61078,  1.00000,  1.28872
3, validation, -4.31123,  1.00000,  1.16922
4, train, -4.36283,  1.00000,  1.24793
4, validation, -4.10735,  1.00000,  1.01203
5, train, -4.14047,  1.00000,  1.08825
5, validation, -3.93348,  1.00000,  0.87910
6, train, -3.96069,  1.00000,  0.89955
6, validation, -3.77907,  1.00000,  0.76805
7, train, -3.78672,  1.00000,  0.81108
7, validation, -3.63807,  1.00000,  0.66793
8, train, -3.67675,  1.00000,  0.77916
8, validation, -3.50796,  1.00000,  0.57204
9, train, -3.64055,  1.00000,  0.72849
9, validation, -3.38749,  1.00000,  0.47713
10, train, -3.40548,  1.00000,  0.52039
10, validation, -3.27502,  1.00000,  0.38436
11, train, -3.32821,  1.00000,  0.50899
11, validation, -3.17043,  1.00000,  0.28757
12, train, -3.19866,  1.00000,  0.32318
12, validation, -3.07355,  1.00000,  0.19377
13, train, -3.12451,  1.00000,  0.31532
13, validation, -2.98491,  1.00000,  0.09948
14, train, -3.05619,  1.00000,  0.38327
14, validation, -2.90451,  1.00000,  0.00621
15, train, -2.95055,  1.00000,  0.16468
15, validation, -2.83034,  1.00000,  0.10953
16, train, -2.87160,  1.00000,  0.04234
16, validation, -2.76300,  1.00000,  0.19628
17, train, -2.81762,  1.00000,  0.02039
17, validation, -2.70194,  1.00000,  0.27457
18, train, -2.71989,  1.00000,  0.22997
18, validation, -2.64648,  1.00000,  0.32971
19, train, -2.66892,  1.00000,  0.28408
19, validation, -2.59666,  1.00000,  0.35832
20, train, -2.60053,  1.00000,  0.35170
20, validation, -2.55235,  1.00000,  0.35666
21, train, -2.56695,  1.00000,  0.34259
21, validation, -2.53154,  1.00000,  0.34507
22, train, -2.55218,  1.00000,  0.27528
22, validation, -2.51145,  1.00000,  0.32565
23, train, -2.52737,  1.00000,  0.30232
23, validation, -2.49192,  1.00000,  0.29899
24, train, -2.50643,  1.00000,  0.25437
24, validation, -2.47279,  1.00000,  0.26856
25, train, -2.49265,  1.00000,  0.23241
25, validation, -2.45426,  1.00000,  0.23532
