Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -4.28302,  0.00000,  1.63013
1, validation, -4.20473,  0.33333,  1.61166
2, train, -4.19554,  0.33333,  1.67664
2, validation, -4.07317,  0.33333,  1.60556
3, train, -4.18221,  0.33333,  1.60859
3, validation, -3.94975,  0.66667,  1.60149
4, train, -3.93342,  0.66667,  1.60103
4, validation, -3.83656,  0.66667,  1.57569
5, train, -3.81765,  0.66667,  1.45059
5, validation, -3.73324,  0.66667,  1.54720
6, train, -3.75515,  0.66667,  1.54430
6, validation, -3.63946,  0.66667,  1.50612
7, train, -3.65501,  0.66667,  1.50429
7, validation, -3.55013,  0.66667,  1.45975
8, train, -3.58970,  0.66667,  1.49385
8, validation, -3.46344,  0.66667,  1.40876
9, train, -3.53762,  0.66667,  1.51522
9, validation, -3.37920,  0.66667,  1.35387
10, train, -3.37908,  0.66667,  1.36536
10, validation, -3.29709,  0.66667,  1.29630
11, train, -3.34991,  0.66667,  1.44244
11, validation, -3.21944,  1.00000,  1.23230
12, train, -3.24775,  1.00000,  1.32104
12, validation, -3.14735,  1.00000,  1.16122
13, train, -3.24712,  1.00000,  1.21485
13, validation, -3.07486,  1.00000,  1.10926
14, train, -3.08080,  1.00000,  1.21812
14, validation, -3.00357,  1.00000,  1.05892
15, train, -3.01756,  1.00000,  1.01498
15, validation, -2.93394,  1.00000,  1.03039
16, train, -3.03273,  1.00000,  1.05742
16, validation, -2.87023,  1.00000,  1.00436
17, train, -2.90773,  1.00000,  0.91962
17, validation, -2.80980,  1.00000,  0.98197
18, train, -2.84259,  1.00000,  1.02100
18, validation, -2.75015,  1.00000,  0.94645
19, train, -2.79692,  1.00000,  0.94600
19, validation, -2.69360,  1.00000,  0.91607
20, train, -2.73156,  1.00000,  0.98998
20, validation, -2.63433,  1.00000,  0.84510
21, train, -2.67907,  1.00000,  1.01143
21, validation, -2.60576,  1.00000,  0.79737
22, train, -2.65767,  1.00000,  1.00072
22, validation, -2.57945,  1.00000,  0.74185
23, train, -2.61930,  1.00000,  0.75591
23, validation, -2.55548,  1.00000,  0.69640
24, train, -2.58144,  1.00000,  0.75356
24, validation, -2.53375,  1.00000,  0.65087
25, train, -2.58676,  1.00000,  0.85188
25, validation, -2.51524,  1.00000,  0.60726
