Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -6.73750,  0.00000,  1.75854
1, validation, -6.50186,  0.00000,  1.70338
2, train, -6.62931,  0.00000,  1.71676
2, validation, -6.42982,  1.00000,  1.68260
3, train, -6.50679,  1.00000,  1.70419
3, validation, -6.35844,  1.00000,  1.66127
4, train, -6.44984,  1.00000,  1.69045
4, validation, -6.28778,  1.00000,  1.63953
5, train, -6.36833,  1.00000,  1.65092
5, validation, -6.21796,  1.00000,  1.61732
6, train, -6.36459,  1.00000,  1.64998
6, validation, -6.14824,  1.00000,  1.59434
7, train, -6.36763,  1.00000,  1.61956
7, validation, -6.07899,  1.00000,  1.57083
8, train, -6.21184,  1.00000,  1.58430
8, validation, -6.00978,  1.00000,  1.54618
9, train, -6.14987,  1.00000,  1.56727
9, validation, -5.94046,  1.00000,  1.52014
10, train, -6.08195,  1.00000,  1.56846
10, validation, -5.87091,  1.00000,  1.49213
11, train, -5.93137,  1.00000,  1.50849
11, validation, -5.80117,  1.00000,  1.46230
12, train, -5.91447,  1.00000,  1.50369
12, validation, -5.73113,  1.00000,  1.43054
13, train, -5.85234,  1.00000,  1.47370
13, validation, -5.66107,  1.00000,  1.39709
14, train, -5.74444,  1.00000,  1.41553
14, validation, -5.59083,  1.00000,  1.36216
15, train, -5.64394,  1.00000,  1.39688
15, validation, -5.52058,  1.00000,  1.32561
16, train, -5.59834,  1.00000,  1.34497
16, validation, -5.45034,  1.00000,  1.28786
17, train, -5.53207,  1.00000,  1.31823
17, validation, -5.38026,  1.00000,  1.24887
18, train, -5.47486,  1.00000,  1.27394
18, validation, -5.31041,  1.00000,  1.20887
19, train, -5.44200,  1.00000,  1.25994
19, validation, -5.24089,  1.00000,  1.16787
20, train, -5.38243,  1.00000,  1.23074
20, validation, -5.17166,  1.00000,  1.12576
