event_times,event_types
"[4.53784279,7.74275816,7.94017893,20.63757985,33.41132876,35.66750478,35.95095614,36.01928038,36.34349352,36.52974276,36.53491373,36.66969446,36.73798402,36.83959895,36.88635269,37.14373497]","[0,1,0,4,0,2,3,3,2,1,3,3,3,0,2,2]"
