Epoch, Split, Log-likelihood, Accuracy, RMSE
1, train, -3.95026,  0.00000,  2.00139
1, validation, -3.76095,  0.14286,  1.96260
2, train, -3.71391,  0.00000,  1.96644
2, validation, -3.59485,  0.28571,  1.92943
3, train, -3.62315,  0.28571,  1.92815
3, validation, -3.45603,  0.14286,  1.92716
4, train, -3.47037,  0.42857,  1.88203
4, validation, -3.33892,  0.42857,  1.93149
5, train, -3.37036,  0.28571,  1.96552
5, validation, -3.23906,  0.57143,  1.93209
6, train, -3.27721,  0.42857,  1.97303
6, validation, -3.15563,  0.42857,  1.92460
7, train, -3.18803,  0.42857,  1.93802
7, validation, -3.08369,  0.42857,  1.90354
8, train, -3.07457,  0.42857,  1.89743
8, validation, -3.01677,  0.57143,  1.87048
9, train, -3.08571,  0.42857,  1.93484
9, validation, -2.95256,  0.57143,  1.83246
10, train, -2.95353,  0.57143,  1.81693
10, validation, -2.88923,  0.71429,  1.79564
11, train, -2.92002,  0.57143,  1.85368
11, validation, -2.82660,  0.71429,  1.76400
12, train, -2.88301,  0.42857,  1.84540
12, validation, -2.76325,  0.57143,  1.73650
13, train, -2.86661,  0.42857,  1.82803
13, validation, -2.70271,  0.71429,  1.71047
14, train, -2.71521,  0.57143,  1.68264
14, validation, -2.64440,  0.71429,  1.68269
15, train, -2.72285,  0.57143,  1.71398
15, validation, -2.58828,  0.71429,  1.65362
16, train, -2.70091,  0.71429,  1.71020
16, validation, -2.53160,  0.85714,  1.61989
17, train, -2.58624,  0.71429,  1.67282
17, validation, -2.47649,  0.85714,  1.58440
18, train, -2.52616,  0.85714,  1.67407
18, validation, -2.42571,  0.85714,  1.54926
19, train, -2.50639,  0.85714,  1.57691
19, validation, -2.37942,  0.85714,  1.52129
20, train, -2.50012,  0.85714,  1.61062
20, validation, -2.33688,  0.85714,  1.48874
21, train, -2.46105,  0.85714,  1.57687
21, validation, -2.31310,  0.85714,  1.47040
22, train, -2.35396,  0.85714,  1.48231
22, validation, -2.28964,  0.85714,  1.45096
23, train, -2.39759,  0.85714,  1.58301
23, validation, -2.26412,  0.85714,  1.42971
24, train, -2.30474,  0.85714,  1.38338
24, validation, -2.23959,  0.85714,  1.40906
25, train, -2.32749,  0.85714,  1.49372
25, validation, -2.21510,  0.85714,  1.38520
