accuracy,checkpoint_task,evaluation_scope,first_seen_task,local_time_mae,nll_per_event,regime_id,variant
0.07319952774498228,0,ood_unseen,1,1.5151658095322647,3.9178370992577203,B_1,frozen/full
0.1205548549810845,0,ood_unseen,2,1.0552889036200237,3.3017888938644044,C_1,frozen/full
0.07840828820343772,0,ood_unseen,4,1.512058128714421,3.8695101916495283,B_prime_1,frozen/full
0.31717623663932387,0,ood_unseen,5,1.199781042824863,3.145747604578726,A_2,frozen/full
0.25862479181536996,0,ood_unseen,,1.1196526312527417,3.184679044532458,X_transient,frozen/full
0.33687258687258687,0,ood_unseen,7,1.1305944956407583,2.9967747710386297,A_merge,frozen/full
0.14415075868820362,0,ood_unseen,9,1.0854195535503879,3.4728013616068014,E_1,frozen/full
0.12206809583858765,1,ood_unseen,2,0.9493733301439321,3.1941119007625316,C_1,frozen/full
0.2719566753002119,1,ood_unseen,4,1.1350338241760383,3.001152737381488,B_prime_1,frozen/full
0.19065374098931145,1,ood_unseen,5,1.3036861822672101,3.4374528657788517,A_2,frozen/full
0.18629550321199143,1,ood_unseen,,1.2063554059940096,3.376781281192842,X_transient,frozen/full
0.20897683397683398,1,ood_unseen,7,1.241637862327016,3.3505153435077446,A_merge,frozen/full
0.11722956436612825,1,ood_unseen,9,1.078942435661835,3.329552185984727,E_1,frozen/full
0.17353425947727807,2,ood_unseen,4,1.160015887643748,3.2877466566904534,B_prime_1,frozen/full
0.1548595575441213,2,ood_unseen,5,1.1932374929095748,3.415348015997856,A_2,frozen/full
0.16630977872947894,2,ood_unseen,,1.0897882766959612,3.3243632310916773,X_transient,frozen/full
0.16771235521235522,2,ood_unseen,7,1.1264878819808075,3.276121327315518,A_merge,frozen/full
0.15907978463044542,2,ood_unseen,9,1.0051703791494644,3.3336685188132877,E_1,frozen/full
0.16741229102896163,3,ood_unseen,4,1.169222533744954,3.282311741537225,B_prime_1,frozen/full
0.1757394978871489,3,ood_unseen,5,1.1918224469364327,3.334338630754024,A_2,frozen/full
0.17535093980490127,3,ood_unseen,,1.0888593302946161,3.248062885292592,X_transient,frozen/full
0.19087837837837837,3,ood_unseen,7,1.1251208377160622,3.204779558660441,A_merge,frozen/full
0.19579050416054822,3,ood_unseen,9,1.00811527222322,3.2791792673044675,E_1,frozen/full
0.1787223465075814,4,ood_unseen,5,1.2088813720103848,3.2862929178949556,A_2,frozen/full
0.16726147989531287,4,ood_unseen,,1.1107797915385844,3.2102058877157593,X_transient,frozen/full
0.20366795366795368,4,ood_unseen,7,1.1398498965966655,3.16863776910259,A_merge,frozen/full
0.1994615761135585,4,ood_unseen,9,1.0332985013008584,3.209730154850643,E_1,frozen/full
0.3004996431120628,5,ood_unseen,,1.0864703450462747,3.0869374353489136,X_transient,frozen/full
0.361003861003861,5,ood_unseen,7,1.1081948998351816,2.943379219894704,A_merge,frozen/full
0.10083210964268233,5,ood_unseen,9,1.0197776406055212,3.3183063837575144,E_1,frozen/full
0.1287175826790388,6,ood_unseen,,1.1017735980676238,3.2729653306952438,X_transient,frozen/full
0.11172779922779923,6,ood_unseen,7,1.132705951749588,3.2719471058790286,A_merge,frozen/full
0.08712677435144396,6,ood_unseen,9,1.022101476970865,3.3571879965268216,E_1,frozen/full
0.29312395907684985,7,ood_unseen,,1.090449197729684,3.089542222822844,X_transient,frozen/full
0.10425844346549193,7,ood_unseen,9,1.027278850198784,3.3186370954172784,E_1,frozen/full
0.29455151082560077,8,ood_unseen,,1.0886889767879366,3.1126665310039425,X_transient,frozen/full
0.10181106216348507,8,ood_unseen,9,1.032753015463106,3.4143535223768087,E_1,frozen/full
0.08898405900547228,9,ood_unseen,,1.0577212253582355,3.3743769128124628,X_transient,frozen/full
